"X","Y","Z","TimeStep1 - temperature"
0.0,0.0,0.0,-9.61730695081395e-14
1.0,0.0,0.0,100.72649618453542
1.0,1.0,0.0,100.00000000000003
0.0,1.0,0.0,-4.21249209188535
0.07142857142857166,0.0,0.0,1.984504680479699
0.1428571428571433,0.0,0.0,8.944655384077855
0.214285714285715,0.0,0.0,-1.4755859276261696
0.2857142857142866,0.0,0.0,-26.834860613314312
0.3571428571428583,0.0,0.0,-72.41523990684773
0.42857142857143,0.0,0.0,-53.75443060715101
0.5000000000000017,0.0,0.0,-38.034969605955546
0.5714285714285733,0.0,0.0,-101.56955149751927
0.6428571428571449,0.0,0.0,-35.07580146532885
0.7142857142857159,0.0,0.0,94.028097014072
0.7857142857142868,0.0,0.0,50.61148478224687
0.8571428571428579,0.0,0.0,56.31628155870014
0.928571428571429,0.0,0.0,55.748343342251694
0.4642857142857159,0.0,0.0,-8790278753789831.0
0.3214285714285725,0.0,0.0,-8790278753789857.0
0.1785714285714292,0.0,0.0,-8790278753789906.0
0.2500000000000008,0.0,0.0,-8790278753789888.0
0.3928571428571441,0.0,0.0,-8790278753789819.0
0.7500000000000013,0.0,0.0,-8790278753789954.0
0.8214285714285724,0.0,0.0,-8790278753789960.0
0.03571428571428583,0.0,0.0,-8790278753789897.0
0.1071428571428575,0.0,0.0,-8790278753789903.0
0.5357142857142875,0.0,0.0,-8790278753789869.0
0.6071428571428592,0.0,0.0,-8790278753789807.0
0.6785714285714303,0.0,0.0,-8790278753789981.0
0.8928571428571435,0.0,0.0,-8790278753789974.0
0.9642857142857144,0.0,0.0,-8790278753790039.0
1.0,0.07142857142857166,0.0,100.0
1.0,0.1428571428571433,0.0,100.0
1.0,0.214285714285715,0.0,100.0
1.0,0.2857142857142866,0.0,100.0
1.0,0.3571428571428583,0.0,100.0
1.0,0.42857142857143,0.0,100.0
1.0,0.5000000000000017,0.0,100.0
1.0,0.5714285714285733,0.0,100.0
1.0,0.6428571428571449,0.0,100.0
1.0,0.7142857142857159,0.0,100.0
1.0,0.7857142857142868,0.0,100.0
1.0,0.8571428571428579,0.0,100.0
1.0,0.928571428571429,0.0,100.0
1.0,0.3214285714285725,0.0,100.0
1.0,0.3928571428571441,0.0,100.0
1.0,0.4642857142857159,0.0,100.0
1.0,0.2500000000000008,0.0,100.0
1.0,0.1785714285714292,0.0,100.0
1.0,0.7500000000000013,0.0,100.0
1.0,0.1071428571428575,0.0,100.0
1.0,0.6785714285714303,0.0,100.0
1.0,0.8214285714285724,0.0,100.0
1.0,0.9642857142857144,0.0,100.0
1.0,0.6071428571428592,0.0,100.0
1.0,0.5357142857142875,0.0,100.0
1.0,0.8928571428571435,0.0,100.0
1.0,0.03571428571428583,0.0,100.0
0.9285714285714284,1.0,0.0,87.96399617594231
0.8571428571428567,1.0,0.0,73.60297990028184
0.785714285714285,1.0,0.0,55.25133716976681
0.7142857142857133,1.0,0.0,76.38512995505168
0.6428571428571417,1.0,0.0,63.580960065508705
0.5714285714285701,1.0,0.0,-16.790373037819013
0.4999999999999983,1.0,0.0,147.56839991806072
0.4285714285714267,1.0,0.0,128.22506574082465
0.3571428571428551,1.0,0.0,123.55462631527853
0.2857142857142841,1.0,0.0,119.99420589294093
0.2142857142857132,1.0,0.0,-15.993124755207653
0.1428571428571421,1.0,0.0,-25.249850112456752
0.07142857142857095,1.0,0.0,-15.456260549021575
0.8214285714285708,1.0,0.0,-2541634472242392.0
0.6785714285714275,1.0,0.0,-2541634472242475.5
0.7499999999999991,1.0,0.0,-2541634472242529.5
0.4642857142857125,1.0,0.0,-2541634472242496.5
0.3214285714285697,1.0,0.0,-2541634472242491.0
0.2499999999999987,1.0,0.0,-2541634472242389.5
0.1785714285714276,1.0,0.0,-2541634472242357.0
0.6071428571428559,1.0,0.0,-2541634472242472.0
0.8928571428571425,1.0,0.0,-2541634472242408.0
0.1071428571428565,1.0,0.0,-2541634472242352.0
0.03571428571428559,1.0,0.0,-2541634472242335.0
0.9642857142857142,1.0,0.0,-2541634472242404.5
0.5357142857142841,1.0,0.0,-2541634472242493.5
0.3928571428571408,1.0,0.0,-2541634472242484.5
0.0,0.9285714285714284,0.0,0.0
0.0,0.8571428571428567,0.0,0.0
0.0,0.785714285714285,0.0,0.0
0.0,0.7142857142857133,0.0,0.0
0.0,0.6428571428571417,0.0,0.0
0.0,0.5714285714285701,0.0,0.0
0.0,0.4999999999999983,0.0,0.0
0.0,0.4285714285714267,0.0,0.0
0.0,0.3571428571428551,0.0,0.0
0.0,0.2857142857142841,0.0,0.0
0.0,0.2142857142857132,0.0,0.0
0.0,0.1428571428571421,0.0,0.0
0.0,0.07142857142857095,0.0,0.0
0.0,0.2499999999999987,0.0,0.0
0.0,0.3214285714285697,0.0,0.0
0.0,0.8214285714285708,0.0,0.0
0.0,0.5357142857142841,0.0,0.0
0.0,0.7499999999999991,0.0,0.0
0.0,0.6785714285714275,0.0,0.0
0.0,0.6071428571428559,0.0,0.0
0.0,0.4642857142857125,0.0,0.0
0.0,0.8928571428571425,0.0,0.0
0.0,0.9642857142857142,0.0,0.0
0.0,0.03571428571428559,0.0,0.0
0.0,0.3928571428571408,0.0,0.0
0.0,0.1071428571428565,0.0,0.0
0.0,0.1785714285714276,0.0,0.0
0.9285748706820552,0.5000032187201116,0.0,-3113740762774663.5
0.07142871701815845,0.5714285984219518,0.0,-4.952413092643712e+16
0.5000001369011666,0.07142861161602482,0.0,-3.5380969002091504e+16
0.07142865324157582,0.3571428722410648,0.0,-1.2374969156359668e+16
0.6428574647778644,0.9285716761207923,0.0,-2.276847163294893e+16
0.2857143683803029,0.9285714595585939,0.0,4136459188769779.5
0.9285717766614725,0.7142860538696686,0.0,1.404522040561338e+16
0.2857142978892965,0.07142857395377405,0.0,6.368942868255136e+16
0.928571568693149,0.2142858407201619,0.0,-2.7019777351128548e+16
0.07142857562196747,0.2142857150489749,0.0,-9151241285853418.0
0.7142857640967135,0.07142860225912018,0.0,7.314944810595435e+16
0.07142857196439323,0.8571428572823496,0.0,-1.6243338827074024e+16
0.7857143347369763,0.9285714713960849,0.0,-2.0751812772988376e+16
0.4285716954966851,0.9285715520682671,0.0,628731559514897.4
0.07142857144160947,0.07142857143095532,0.0,2.4073905388363476e+16
0.8571428640500696,0.9285714350396927,0.0,-2.207928539311408e+16
0.9285714292956171,0.07142857212255932,0.0,5.588766136139094e+16
0.9285715020519898,0.7857143572176166,0.0,-9329245833642184.0
0.9285714388260591,0.8571428671160134,0.0,2.32070487283853e+16
0.1428571450428333,0.9285714293501528,0.0,-1980182732353818.8
0.5000003038911977,0.9285716017164416,0.0,2.358874055852415e+16
0.928572081530272,0.2857148785804643,0.0,-7894737437414511.0
0.07142857488473286,0.7857142864363059,0.0,-7769171345732620.0
0.07142859633271365,0.7142857190580538,0.0,-3.1900693043039148e+16
0.6428572623924511,0.07142862810656275,0.0,7434919972331666.0
0.9285732944425897,0.3571445667342736,0.0,-2.3955316906675664e+16
0.9285739277828029,0.5714309358682802,0.0,-1512358108292204.0
0.214285717391518,0.07142857201936764,0.0,4.700749592740728e+16
0.4285715309472249,0.07142859762258813,0.0,3.028283217815301e+16
0.07142875803464294,0.5000000345347675,0.0,-5.522134576687634e+16
0.07142857148027526,0.9285714285894879,0.0,-1.9445664094583656e+16
0.9285714291260807,0.9285714291147225,0.0,-3.2292531416977876e+16
0.8571428615712066,0.07142857529029023,0.0,2.2404275252460404e+16
0.8571712950137167,0.5714542976495232,0.0,1.249159239030258e+16
0.142861029007018,0.5714293362020927,0.0,-8094494634998763.0
0.5000044347251873,0.1428585312655299,0.0,3.3612969856304796e+16
0.8571485408023007,0.2857189573881798,0.0,-1.2529768008233628e+16
0.4285770287045395,0.8571452297210693,0.0,-8128116340675516.0
0.7142872296625858,0.1428580328790496,0.0,1.6111891404224244e+16
0.1428572723920869,0.7857143147730475,0.0,1.0613904783573954e+16
0.2142858208057998,0.1428571632370515,0.0,1.5486249043659752e+16
0.8571476274440948,0.7142901575882097,0.0,-7654697488177697.0
0.7857150518851231,0.8571435175982031,0.0,-2.4035185825970316e+16
0.1428571640978791,0.8571428629299376,0.0,1.4095437939620436e+16
0.8571438310377999,0.7857151842956799,0.0,-2.5089253844510444e+16
0.8571429687334269,0.1428572350462581,0.0,7.192954255525055e+16
0.1428571432835088,0.07142857150776633,0.0,5.356332634621875e+16
0.07142875418370737,0.4285714625205033,0.0,-3.5521892133900456e+16
0.3571430478898461,0.9285715051942924,0.0,-8916215399740425.0
0.5714289172404808,0.9285716648283016,0.0,3.453706000903756e+16
0.07142865610581722,0.6428571586517858,0.0,-4.7271766143687464e+16
