Element,Facet,X1,Y1,X2,Y2,time_step_0,time_step_1,time_step_2,time_step_3,time_step_4,time_step_5,time_step_6,time_step_7,time_step_8,time_step_9,time_step_10,time_step_11,time_step_12,time_step_13,time_step_14,time_step_15,time_step_16,time_step_17,time_step_18,time_step_19,time_step_20,time_step_21,time_step_22,time_step_23,time_step_24,time_step_25,time_step_26,time_step_27,time_step_28,time_step_29,time_step_30,time_step_31,time_step_32,time_step_33,time_step_34,time_step_35,time_step_36,time_step_37,time_step_38,time_step_39,time_step_40,time_step_41,time_step_42,time_step_43,time_step_44,time_step_45,time_step_46,time_step_47,time_step_48,time_step_49,time_step_50,time_step_51,time_step_52,time_step_53,time_step_54,time_step_55,time_step_56,time_step_57,time_step_58,time_step_59,time_step_60,time_step_61,time_step_62,time_step_63,time_step_64,time_step_65,time_step_66,time_step_67,time_step_68,time_step_69,time_step_70,time_step_71,time_step_72,time_step_73,time_step_74,time_step_75,time_step_76,time_step_77,time_step_78,time_step_79,time_step_80,time_step_81,time_step_82,time_step_83,time_step_84,time_step_85,time_step_86,time_step_87,time_step_88,time_step_89,time_step_90,time_step_91,time_step_92,time_step_93,time_step_94,time_step_95,time_step_96,time_step_97,time_step_98,time_step_99,time_step_100,time_step_101,time_step_102,time_step_103,time_step_104,time_step_105,time_step_106,time_step_107
0,0,0.0,0.0,0.06666666666666668,0.0,-438.2739405132015,-891.2897295147517,-1273.6293377964132,-1584.1570823710974,-1834.1612248910878,-2034.9594277185033,-2196.1149910320555,-2325.420303143617,-2429.1600385139122,-2512.3858107426713,-2579.1531923002285,-2632.716632178149,-2675.687254629806,-2710.1598885746985,-2737.815110634946,-2760.001149913735,-2777.79960814513,-2792.0781869117964,-2803.532988638401,-2812.722452405081,-2820.094578631229,-2826.0087697581907,-2830.753351661329,-2834.5596299757867,-2837.613166599772,-2840.062826121124,-2842.028033193929,-2843.604594673325,-2844.869370346437,-2845.884019964737,-2846.6980092513804,-2847.351021430969,-2847.8748918475603,-2848.295159986433,-2848.6323145631372,-2848.9027923797444,-2849.119779644135,-2849.2938548178377,-2849.4335043322185,-2849.5455363150263,-2849.635412497031,-2849.707514479781,-2849.765357345382,-2849.811761022137,-2849.848987760373,-2849.8788524206,-2849.902810950752,-2849.922031365873,-2849.9374506906456,-2849.9498206407684,-2849.959744270263,-2849.9677053712653,-2849.974092059642,-2849.9792156962358,-2849.9833260661853,-2849.9866235563136,-2849.98926892432,-2849.991391135947,-2849.9930936522587,-2849.9944594735402,-2849.9955551856624,-2849.996434206278,-2849.997139388983,-2849.9977051125165,-2849.9981589567665,-2849.9985230473353,-2849.998815134197,-2849.999049457033,-2849.9992374394396,-2849.9993882458502,-2849.999509228306,-2849.9996062848863,-2849.99968414725,-2849.9997466113036,-2849.9997967222694,-2849.999836923131,-2849.999869173741,-2849.999895046369,-2849.999915802344,-2849.9999324535506,-2849.9999458117604,-2849.9999565282105,-2849.999965125341,-2849.999972022276,-2849.99997755525,-2849.999981994006,-2849.9999855549395,-2849.999988411653,-2849.9999907034116,-2849.9999925419465,-2849.9999940168877,-2849.999995200138,-2849.999996149384,-2849.9999969109035,-2849.9999975218257,-2849.9999980119287,-2849.999998405108,-2849.9999987205297,-2849.999998973573,-2849.999999176573,-2849.999999339428,-2849.999999470076,-2849.999999574886,-2849.9999996589677,-2849.9999997264254,-2849.999999780539,-2849.9999998239514,-2849.999999858779
1,1,0.06666666666666668,0.0,0.06666666666666668,0.06666666666666668,-146.09131350440038,-297.096576504917,-424.54311259880404,-528.0523607903652,-611.3870749636952,-678.3198092395004,-732.0383303440178,-775.1401010478714,-809.7200128379698,-837.461936914223,-859.717730766742,-877.5722107260492,-891.8957515432678,-903.3866295248987,-912.6050368783143,-920.0003833045772,-925.9332027150424,-930.692728970598,-934.5109962127992,-937.5741508016928,-940.0315262104087,-942.0029232527291,-943.5844505537756,-944.8532099919277,-945.871055533256,-946.68760870704,-947.3426777313084,-947.8681982244408,-948.289790115478,-948.6280066549112,-948.8993364171256,-949.1170071436552,-949.2916306158523,-949.4317199954767,-949.5441048543778,-949.6342641265803,-949.7065932147107,-949.7646182726116,-949.8111681107383,-949.8485121050077,-949.8784708323427,-949.9025048265927,-949.921785781793,-949.9372536740448,-949.94966258679,-949.9596174735324,-949.9676036502497,-949.9740104552901,-949.9791502302144,-949.983273546922,-949.9865814234199,-949.9892351237537,-949.9913640198796,-949.9930718987443,-949.9944420220604,-949.9955411854367,-949.996422974772,-949.9971303786476,-949.9976978840854,-949.9981531578458,-949.9985183952195,-949.9988114020916,-949.9990464629933,-949.9992350375046,-949.9993863189212,-949.999507682444,-949.9996050447313,-949.9996831523433,-949.9997458131461,-949.9997960819493,-949.9998364094342,-949.9998687616279,-949.9998947157492,-949.9999155371004,-949.9999322407554,-949.9999456410424,-949.9999563912461,-949.9999650154556,-949.9999719341138,-949.9999774845157,-949.9999819372526,-949.9999855094026,-949.9999883751127,-949.999990674091,-949.999992518416,-949.999993998001,-949.999995184979,-949.9999961372168,-949.9999969011363,-949.9999975139807,-949.9999980056284,-949.9999984000447,-949.9999987164604,-949.9999989703005,-949.9999991739408,-949.9999993373086,-949.9999994683684,-949.9999995735087,-949.9999996578567,-949.9999997255234,-949.9999997798084,-949.9999998233577,-949.9999998582942,-949.9999998863216,-949.9999999088072,-949.9999999268454,-949.9999999413163,-949.9999999529254
2,2,0.06666666666666668,0.06666666666666668,0.0,0.06666666666666668,146.09131350439958,297.0965765049155,424.54311259880194,528.0523607903626,611.3870749636924,678.3198092394972,732.0383303440143,775.1401010478677,809.7200128379659,837.4619369142189,859.7177307667379,877.5722107260448,891.8957515432631,903.3866295248939,912.60503687831,920.0003833045728,925.9332027150377,930.6927289705935,934.5109962127948,937.5741508016879,940.0315262104041,942.0029232527247,943.5844505537708,944.8532099919232,945.8710555332516,946.6876087070357,947.3426777313043,947.868198224436,948.2897901154731,948.6280066549066,948.8993364171213,949.1170071436508,949.2916306158478,949.431719995472,949.5441048543736,949.6342641265758,949.706593214706,949.764618272607,949.811168110734,949.848512105003,949.8784708323384,949.902504826588,949.9217857817883,949.9372536740402,949.9496625867856,949.9596174735279,949.9676036502452,949.9740104552857,949.9791502302098,949.9832735469174,949.9865814234157,949.9892351237493,949.9913640198747,949.9930718987399,949.994442022056,949.9955411854324,949.9964229747676,949.9971303786432,949.9976978840808,949.9981531578412,949.9985183952153,949.9988114020872,949.9990464629884,949.9992350375,949.9993863189163,949.9995076824396,949.999605044727,949.9996831523387,949.9997458131412,949.9997960819444,949.9998364094296,949.9998687616232,949.9998947157443,949.9999155370956,949.9999322407507,949.999945641038,949.9999563912417,949.9999650154507,949.9999719341092,949.9999774845113,949.999981937248,949.999985509398,949.9999883751084,949.9999906740863,949.9999925184114,949.9999939979964,949.9999951849744,949.9999961372121,949.9999969011318,949.9999975139765,949.9999980056238,949.9999984000405,949.9999987164557,949.9999989702956,949.9999991739363,949.999999337304,949.9999994683636,949.9999995735043,949.9999996578523,949.9999997255188,949.9999997798036,949.9999998233528,949.9999998582897,949.9999998863173,949.9999999088028,949.9999999268408,949.9999999413117,949.9999999529208
3,3,0.0,0.06666666666666668,0.0,0.0,438.27394051320084,891.2897295147502,1273.629337796411,1584.1570823710947,1834.1612248910849,2034.9594277185001,2196.1149910320514,2325.420303143613,2429.160038513908,2512.3858107426668,2579.153192300224,2632.716632178145,2675.687254629801,2710.159888574694,2737.815110634941,2760.00114991373,2777.799608145125,2792.078186911792,2803.532988638396,2812.722452405076,2820.0945786312236,2826.008769758185,2830.753351661324,2834.5596299757813,2837.6131665997664,2840.062826121118,2842.028033193924,2843.6045946733198,2844.869370346432,2845.884019964732,2846.698009251376,2847.3510214309636,2847.874891847555,2848.295159986428,2848.632314563132,2848.9027923797394,2849.11977964413,2849.293854817833,2849.433504332214,2849.545536315021,2849.635412497027,2849.7075144797773,2849.765357345377,2849.8117610221325,2849.8489877603693,2849.8788524205956,2849.902810950747,2849.9220313658684,2849.937450690641,2849.9498206407648,2849.959744270259,2849.967705371259,2849.974092059637,2849.979215696232,2849.9833260661794,2849.986623556309,2849.989268924315,2849.9913911359413,2849.993093652253,2849.9944594735352,2849.995555185657,2849.996434206273,2849.9971393889778,2849.997705112511,2849.998158956761,2849.9985230473308,2849.998815134192,2849.9990494570284,2849.9992374394355,2849.999388245845,2849.9995092283007,2849.9996062848822,2849.999684147245,2849.999746611298,2849.999796722264,2849.999836923125,2849.9998691737374,2849.9998950463646,2849.9999158023393,2849.9999324535447,2849.999945811756,2849.999956528206,2849.9999651253365,2849.999972022272,2849.9999775552456,2849.999981994001,2849.9999855549354,2849.999988411648,2849.9999907034057,2849.999992541941,2849.9999940168827,2849.999995200133,2849.999996149379,2849.999996910899,2849.99999752182,2849.9999980119237,2849.9999984051037,2849.999998720524,2849.999998973569,2849.9999991765694,2849.999999339423,2849.9999994700706,2849.999999574881,2849.999999658964,2849.99999972642,2849.9999997805353,2849.9999998239473,2849.9999998587737
0,0,0.06666666666666668,0.0,0.13333333333333333,0.0,-351.63189985068817,-747.0249809193399,-1093.0729419253378,-1378.2069545283732,-1609.0535653250845,-1794.8662446880594,-1944.119904386515,-2063.914579099751,-2160.0362451986534,-2237.1541797929667,-2299.022771367685,-2348.6565782205903,-2388.4748157371328,-2420.418525185115,-2446.044961750635,-2466.60343799002,-2483.096206277762,-2496.327312822365,-2506.9417938642027,-2515.457121466351,-2522.2884308473967,-2527.768758789652,-2532.165279670687,-2535.6923306167296,-2538.521860763772,-2540.791814040671,-2542.612854146793,-2544.0737595768005,-2545.245751708247,-2546.185966952819,-2546.9402422439302,-2547.545349657433,-2548.030789106652,-2548.4202265083427,-2548.732647532385,-2548.9832831822737,-2549.184352329868,-2549.3456574041165,-2549.475062274478,-2549.5788756266097,-2549.662158520449,-2549.728971124646,-2549.7825706559984,-2549.8255701737658,-2549.860065970308,-2549.8877397685465,-2549.909940708535,-2549.927751120109,-2549.942039288113,-2549.953501782625,-2549.9626974178104,-2549.9700744949687,-2549.975992657916,-2549.98074042616,-2549.9845492606714,-2549.9876048479737,-2549.9900561526238,-2549.9920226794784,-2549.993600299736,-2549.9948659248003,-2549.995881255831,-2549.996695791772,-2549.997349242497,-2549.9978734647325,-2549.998294015113,-2549.998631396113,-2549.9989020555754,-2549.9991191885624,-2549.9992933806407,-2549.99943312394,-2549.999545231161,-2549.999635167702,-2549.999707318105,-2549.999765199817,-2549.999811634659,-2549.999848886397,-2549.999878771113,-2549.999902745734,-2549.999921979057,-2549.9999374087365,-2549.999949786993,-2549.9999597172878,-2549.999967683736,-2549.999974074713,-2549.999979201791,-2549.9999833149204,-2549.9999866146245,-2549.9999892617693,-2549.999991385406,-2549.999993089065,-2549.999994455805,-2549.999995552255,-2549.999996431863,-2549.999997137519,-2549.9999977036223,-2549.999998157773,-2549.999998522107,-2549.999998814391,-2549.9999990488704,-2549.999999236979,-2549.9999993878864,-2549.999999508951,-2549.9999996060724,-2549.999999683987,-2549.999999746493,-2549.999999796637,-2549.999999836866,-2549.9999998691383
1,1,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666668,-117.21063328356256,-249.0083269731129,-364.3576473084453,-459.4023181761238,-536.351188441694,-598.2887482293522,-648.0399681288374,-687.9715263665828,-720.0120817328833,-745.7180599309881,-766.3409237892274,-782.885526073529,-796.1582719123762,-806.8061750617038,-815.3483205835437,-822.2011459966723,-827.6987354259196,-832.1091042741208,-835.6472646213997,-838.4857071554492,-840.7628102824644,-842.5895862632159,-844.0550932235611,-845.230776872242,-846.1739535879228,-846.9306046802225,-847.5376180489299,-848.0245865255988,-848.4152505694145,-848.7286556509382,-848.9800807479753,-849.1817832191431,-849.3435963688828,-849.473408836113,-849.5775491774604,-849.6610943940901,-849.7281174432883,-849.781885801371,-849.8250207581583,-849.8596252088687,-849.8873861734819,-849.9096570415472,-849.9275235519983,-849.9418567245874,-849.9533553234347,-849.9625799228478,-849.9699802361772,-849.9759170400354,-849.9806797627033,-849.9845005942071,-849.9875658059352,-849.9900248316551,-849.9919975526376,-849.993580142052,-849.9948497535559,-849.9958682826567,-849.9966853842069,-849.9973408931583,-849.9978667665773,-849.9982886415993,-849.9986270852755,-849.9988985972561,-849.9991164141647,-849.9992911549098,-849.9994313383696,-849.9995437987031,-849.9996340185241,-849.9997063961862,-849.9997644602125,-849.9998110413122,-849.9998484103858,-849.9998783892328,-849.9999024393674,-849.9999217332712,-849.9999372115515,-849.9999496287977,-849.9999595903697,-849.9999675819099,-849.9999739930178,-849.9999791362442,-849.9999832623299,-849.9999865724278,-849.9999892279103,-849.9999913582362,-849.9999930672626,-849.9999944383056,-849.9999955382069,-849.9999964205887,-849.9999971284676,-849.9999976963541,-849.9999981519337,-849.999998517417,-849.9999988106198,-849.9999990458383,-849.9999992345395,-849.9999993859233,-849.9999995073678,-849.9999996047957,-849.9999996829558,-849.9999997456584,-849.999999795961,-849.9999998363161,-849.9999998686898,-849.9999998946611,-849.9999999154968,-849.9999999322113,-849.9999999456211,-849.9999999563782
2,2,0.13333333333333333,0.06666666666666668,0.06666666666666668,0.06666666666666668,117.2106332835625,249.00832697311284,364.3576473084452,459.4023181761235,536.3511884416938,598.288748229352,648.0399681288369,687.9715263665822,720.0120817328833,745.7180599309877,766.340923789227,782.8855260735287,796.158271912376,806.8061750617034,815.3483205835432,822.2011459966717,827.6987354259192,832.1091042741202,835.6472646213994,838.4857071554487,840.762810282464,842.5895862632158,844.0550932235608,845.2307768722418,846.1739535879224,846.9306046802221,847.5376180489294,848.0245865255985,848.4152505694141,848.728655650938,848.980080747975,849.1817832191427,849.3435963688823,849.4734088361125,849.5775491774599,849.6610943940898,849.7281174432878,849.7818858013707,849.8250207581578,849.8596252088684,849.8873861734814,849.9096570415469,849.9275235519979,849.941856724587,849.9533553234345,849.9625799228473,849.9699802361769,849.9759170400349,849.9806797627028,849.9845005942067,849.9875658059351,849.9900248316546,849.9919975526371,849.9935801420515,849.9948497535556,849.9958682826564,849.9966853842064,849.9973408931578,849.9978667665769,849.9982886415988,849.9986270852753,849.9988985972557,849.9991164141643,849.9992911549092,849.9994313383693,849.9995437987027,849.9996340185236,849.9997063961861,849.999764460212,849.9998110413118,849.9998484103854,849.9998783892322,849.999902439367,849.999921733271,849.999937211551,849.9999496287973,849.9999595903696,849.9999675819098,849.9999739930173,849.9999791362437,849.9999832623296,849.9999865724274,849.9999892279103,849.9999913582359,849.9999930672618,849.9999944383052,849.9999955382068,849.9999964205881,849.9999971284669,849.9999976963536,849.9999981519335,849.9999985174167,849.9999988106192,849.999999045838,849.999999234539,849.9999993859227,849.9999995073672,849.9999996047952,849.9999996829554,849.999999745658,849.9999997959605,849.9999998363153,849.9999998686893,849.9999998946606,849.9999999154961,849.9999999322107,849.9999999456206,849.9999999563778
3,3,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.0,351.6318998506878,747.024980919339,1093.0729419253364,1378.2069545283716,1609.0535653250824,1794.8662446880573,1944.1199043865122,2063.914579099749,2160.0362451986507,2237.154179792965,2299.022771367683,2348.656578220588,2388.4748157371296,2420.418525185112,2446.0449617506315,2466.603437990017,2483.0962062777594,2496.3273128223623,2506.9417938642,2515.457121466349,2522.288430847394,2527.7687587896485,2532.165279670684,2535.6923306167264,2538.521860763769,2540.791814040668,2542.6128541467897,2544.073759576797,2545.245751708244,2546.1859669528158,2546.9402422439266,2547.5453496574305,2548.030789106649,2548.4202265083395,2548.7326475323816,2548.9832831822705,2549.1843523298653,2549.345657404113,2549.4750622744755,2549.578875626607,2549.6621585204457,2549.728971124643,2549.7825706559947,2549.825570173763,2549.8600659703047,2549.887739768544,2549.9099407085323,2549.927751120107,2549.94203928811,2549.953501782622,2549.962697417807,2549.970074494966,2549.9759926579127,2549.9807404261564,2549.984549260669,2549.987604847971,2549.990056152621,2549.992022679476,2549.993600299733,2549.994865924797,2549.995881255828,2549.996695791769,2549.997349242495,2549.997873464729,2549.998294015109,2549.9986313961103,2549.998902055573,2549.999119188559,2549.999293380637,2549.9994331239373,2549.999545231159,2549.999635167698,2549.9997073181025,2549.9997651998146,2549.999811634655,2549.999848886394,2549.99987877111,2549.999902745731,2549.999921979054,2549.999937408733,2549.9999497869903,2549.999959717284,2549.9999676837324,2549.999974074709,2549.9999792017875,2549.999983314917,2549.999986614621,2549.999989261766,2549.999991385403,2549.9999930890617,2549.9999944558012,2549.9999955522517,2549.9999964318604,2549.9999971375155,2549.9999977036186,2549.99999815777,2549.999998522104,2549.999998814388,2549.999999048868,2549.9999992369762,2549.9999993878837,2549.9999995089483,2549.999999606069,2549.9999996839842,2549.9999997464897,2549.999999796634,2549.9999998368635,2549.9999998691346
0,0,0.13333333333333333,0.0,0.2,0.0,-280.61794362598306,-620.3332581492001,-927.8964554323063,-1184.9294494680048,-1394.2057551278222,-1563.031402962635,-1698.7583137275692,-1807.733062820915,-1895.1845259322326,-1965.3500126030094,-2021.6420656162384,-2066.802471234271,-2103.0320762896367,-2132.096882215439,-2155.4137656025664,-2174.1194361213893,-2189.1258163342927,-2201.1644879126925,-2210.8223538029747,-2218.570249532158,-2224.785896813832,-2229.7723179518757,-2233.7726086080866,-2236.981789077496,-2239.5563118231935,-2241.621688772524,-2243.278610215481,-2244.607853610496,-2245.6742216092307,-2246.529701285102,-2247.215998582747,-2247.766571546715,-2248.208261452374,-2248.5626013592137,-2248.8468658804773,-2249.074913347018,-2249.2578614221584,-2249.404629104803,-2249.522371544306,-2249.616828864953,-2249.6926060058126,-2249.753397218583,-2249.802166168005,-2249.841290415071,-2249.872677326753,-2249.8978570630784,-2249.918057174761,-2249.934262448189,-2249.947262915268,-2249.9576923686786,-2249.966059260252,-2249.972771488768,-2249.9781562856533,-2249.982476168001,-2249.985941736691,-2249.98872194351,-2249.9909523277975,-2249.992741624201,-2249.9941770636656,-2249.9953286260616,-2249.9962524518205,-2249.9969935788604,-2249.997588138265,-2249.998065115712,-2249.998447764584,-2249.9987547396,-2249.9990010062606,-2249.999198570445,-2249.9993570637084,-2249.999484212841,-2249.999586216558,-2249.9996680476947,-2249.9997336956453,-2249.99978636085,-2249.9998286108153,-2249.9998625052945,-2249.999889696693,-2249.9999115106334,-2249.999929010581,-2249.9999430496828,-2249.9999543123668,-2249.999963347708,-2249.999970596191,-2249.9999764111894,-2249.999981076197,-2249.999984818637,-2249.99998782096,-2249.9999902295353,-2249.999992161782,-2249.9999937119014,-2249.9999949554654,-2249.9999959530987,-2249.9999967534345,-2249.9999973954946,-2249.999997910578,-2249.9999983237985,-2249.999998655297,-2249.99999892124,-2249.999999134587,-2249.9999993057427,-2249.999999443049,-2249.999999553204,-2249.999999641572,-2249.9999997124646,-2249.9999997693385,-2249.9999998149624,-2249.9999998515673,-2249.999999880929
1,1,0.2,0.0,0.2,0.06666666666666668,-93.53931454199422,-206.77775271639962,-309.2988184774348,-394.9764831560008,-464.73525170927314,-521.0104676542104,-566.2527712425217,-602.5776876069704,-631.7281753107427,-655.1166708676684,-673.8806885387447,-688.9341570780887,-701.0106920965442,-710.6989607384783,-718.471255200854,-724.7064787071281,-729.7086054447626,-733.721495970896,-736.94078460099,-739.5234165107178,-741.5952989379422,-743.2574393172906,-744.5908695360272,-745.6605963591638,-746.5187706077295,-747.2072295908397,-747.7595367384921,-748.2026178701635,-748.5580738697416,-748.843233761699,-749.0719995275807,-749.2555238489032,-749.4027538174564,-749.5208671197362,-749.6156219601575,-749.6916377823378,-749.7526204740512,-749.8015430349327,-749.8407905147671,-749.8722762883162,-749.8975353352694,-749.9177990728592,-749.9340553893335,-749.9470968050218,-749.9575591089161,-749.9659523543579,-749.9726857249188,-749.9780874827284,-749.9824209717543,-749.9858974562246,-749.9886864200822,-749.9909238295877,-749.9927187618829,-749.9941587226654,-749.9953139122289,-749.996240647835,-749.9969841092642,-749.997580541399,-749.9980590212202,-749.9984428753523,-749.9987508172717,-749.9989978596184,-749.9991960460867,-749.9993550385692,-749.999482588193,-749.9995849131982,-749.9996670020855,-749.9997328568138,-749.9997856879013,-749.9998280709452,-749.9998620721844,-749.99988934923,-749.9999112318802,-749.9999287869484,-749.9999428702703,-749.9999541684299,-749.9999632322298,-749.9999705035428,-749.9999763368588,-749.9999810165598,-749.9999847707875,-749.9999877825676,-749.9999901987289,-749.9999921370618,-749.9999936920642,-749.9999949395441,-749.9999959403184,-749.9999967431769,-749.9999973872592,-749.9999979039658,-749.9999983184867,-749.9999986510312,-749.9999989178099,-749.99999913183,-749.9999993035243,-749.9999994412648,-749.9999995517642,-749.9999996404117,-749.9999997115276,-749.9999997685793,-749.9999998143483,-749.9999998510665,-749.9999998805226,-749.9999999041535,-749.9999999231113,-749.9999999383192,-749.9999999505208,-749.9999999603082
