Element,Facet,X1,Y1,X2,Y2,time_step_0,time_step_1,time_step_2,time_step_3,time_step_4,time_step_5,time_step_6,time_step_7,time_step_8,time_step_9,time_step_10,time_step_11,time_step_12,time_step_13,time_step_14,time_step_15,time_step_16,time_step_17,time_step_18,time_step_19,time_step_20,time_step_21,time_step_22,time_step_23,time_step_24,time_step_25,time_step_26,time_step_27,time_step_28,time_step_29,time_step_30,time_step_31,time_step_32,time_step_33,time_step_34,time_step_35,time_step_36,time_step_37,time_step_38,time_step_39,time_step_40,time_step_41,time_step_42,time_step_43,time_step_44,time_step_45,time_step_46,time_step_47,time_step_48,time_step_49,time_step_50,time_step_51,time_step_52,time_step_53,time_step_54,time_step_55,time_step_56,time_step_57,time_step_58,time_step_59,time_step_60,time_step_61,time_step_62,time_step_63,time_step_64,time_step_65,time_step_66,time_step_67,time_step_68,time_step_69,time_step_70,time_step_71,time_step_72,time_step_73,time_step_74,time_step_75,time_step_76,time_step_77,time_step_78,time_step_79,time_step_80,time_step_81,time_step_82,time_step_83,time_step_84,time_step_85,time_step_86,time_step_87
1,1,0.3333333333333333,0.4,0.3333333333333333,0.4666666666666667,-123.91678764983988,-241.8932692637493,-336.58070961597997,-409.8897105643895,-466.057396000972,-508.94320966678015,-541.6486907638391,-566.5799879531138,-585.5822364392934,-600.0647032444848,-611.1022402579856,-619.5142357492654,-625.9252230961786,-630.8111894215585,-634.5348998487025,-637.3728273137185,-639.5356786383444,-641.1840385263528,-642.4402923790883,-643.3977129956534,-644.127385772043,-644.6834865612909,-645.1073040556387,-645.4303053388321,-645.6764722156946,-645.8640817838839,-646.0070634495113,-646.116033140678,-646.1990815059412,-646.2623746189076,-646.3106117893352,-646.3473744717483,-646.3753921768949,-646.3967451291333,-646.4130187163843,-646.4254212000814,-646.4348734246881,-646.4420771874345,-646.4475673444994,-646.4517515223603,-646.4549403827449,-646.4573706882654,-646.4592228812784,-646.460634481148,-646.4617102946181,-646.4625301973731,-646.463155064552,-646.4636312905299,-646.463994233551,-646.464270840966,-646.4644816499847,-646.4646423124971,-646.4647647571777,-646.4648580751492,-646.4649291949706,-646.4649833970599,-646.4650247057474,-646.4650561880699,-646.4650801814887,-646.465098467437,-646.4651124035887,-646.4651230246583,-646.4651311192248,-646.4651372882846,-646.4651419898696,-646.4651455730589,-646.4651483038916,-646.4651503851231,-646.4651519712787,-646.4651531801256,-646.465154101416,-646.4651548035531,-646.4651553386685,-646.4651557464922,-646.4651560573045,-646.4651562941816,-646.4651564747112,-646.4651566122976,-646.4651567171549,-646.465156797069,-646.4651568579737,-646.4651569043905,-646.4651569397657,-646.4651569667266,-646.4651569872733,-646.4651570029331,-646.4651570148676,-646.4651570239631
2,2,0.3333333333333333,0.4666666666666667,0.26666666666666666,0.4666666666666667,123.91678764983996,241.89326926374957,336.58070961598025,409.8897105643898,466.0573960009723,508.9432096667804,541.6486907638395,566.5799879531138,585.5822364392938,600.064703244485,611.1022402579857,619.5142357492657,625.925223096179,630.811189421559,634.5348998487028,637.3728273137189,639.5356786383447,641.1840385263532,642.4402923790886,643.3977129956538,644.1273857720432,644.6834865612914,645.107304055639,645.4303053388328,645.6764722156951,645.8640817838843,646.0070634495115,646.1160331406785,646.1990815059418,646.2623746189082,646.3106117893358,646.3473744717487,646.3753921768954,646.3967451291337,646.4130187163845,646.4254212000818,646.4348734246885,646.442077187435,646.4475673444997,646.4517515223606,646.4549403827452,646.4573706882658,646.4592228812787,646.4606344811484,646.4617102946186,646.4625301973738,646.4631550645524,646.4636312905302,646.4639942335515,646.4642708409665,646.4644816499851,646.4646423124974,646.4647647571779,646.4648580751498,646.464929194971,646.4649833970602,646.465024705748,646.4650561880702,646.4650801814893,646.4650984674373,646.4651124035893,646.4651230246586,646.4651311192251,646.4651372882852,646.4651419898702,646.4651455730592,646.465148303892,646.4651503851235,646.4651519712795,646.4651531801261,646.4651541014165,646.4651548035538,646.465155338669,646.4651557464924,646.465156057305,646.4651562941823,646.4651564747118,646.4651566122981,646.4651567171552,646.4651567970694,646.4651568579742,646.4651569043907,646.4651569397662,646.4651569667268,646.4651569872738,646.4651570029338,646.465157014868,646.4651570239635
3,3,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.4,371.75036294951934,725.6798077912475,1009.7421288479396,1229.669131693168,1398.1721880029156,1526.8296290003393,1624.9460722915167,1699.73996385934,1756.7467093178795,1800.1941097334534,1833.306720773956,1858.5427072477953,1877.7756692885348,1892.433568264675,1903.6046995461065,1912.118481941155,1918.6070359150322,1923.5521155790573,1927.320877137264,1930.193138986959,1932.3821573161279,1934.0504596838723,1935.3219121669158,1936.2909160164954,1937.0294166470826,1937.5922453516507,1938.0211903485326,1938.3480994220333,1938.597244517823,1938.7871238567225,1938.9318353680044,1939.042123415244,1939.126176530684,1939.1902353873984,1939.239056149152,1939.2762636002426,1939.3046202740632,1939.3262315623026,1939.342702033497,1939.35525456708,1939.364821148234,1939.3721120647951,1939.3776686438337,1939.3819034434432,1939.3851308838528,1939.3875905921186,1939.389465193655,1939.3908938715888,1939.3919827006525,1939.3928125228967,1939.393444949953,1939.3939269374896,1939.394294271532,1939.3945742254473,1939.394787584911,1939.3949501911786,1939.3950741172407,1939.3951685642087,1939.3952405444647,1939.3952954023105,1939.395337210765,1939.3953690739734,1939.3953933576727,1939.3954118648526,1939.395425969608,1939.3954367191761,1939.3954449116736,1939.3954511553686,1939.395455913836,1939.395459540376,1939.395462304248,1939.3954644106586,1939.395466016005,1939.395467239476,1939.3954681719129,1939.395468882544,1939.3954694241327,1939.395469836892,1939.3954701514635,1939.3954703912061,1939.39547057392,1939.3954707131709,1939.395470819296,1939.3954709001785,1939.3954709618188,1939.3954710087976,1939.3954710446021,1939.395471071888
0,0,0.6666666666666666,0.4,0.7333333333333333,0.4,-251.16406568354046,-529.8792805820285,-766.0573955401446,-952.2900213012435,-1095.8630430206372,-1205.7177561308413,-1289.5560013755055,-1353.4817962291095,-1402.209316641358,-1439.3478794234068,-1467.6526297714536,-1489.2244995508402,-1505.6649698423596,-1518.1946498796476,-1527.7438166918216,-1535.0214621389512,-1540.5679271516867,-1544.7950186782375,-1548.01658459168,-1550.4718157688085,-1552.3430052117706,-1553.7690827081976,-1554.8559299182516,-1555.6842417462626,-1556.3155176772907,-1556.7966279157504,-1557.1632933470999,-1557.4427376985157,-1557.6557088129491,-1557.8180191096253,-1557.9417196052414,-1558.035994663132,-1558.10784390267,-1558.1626018984493,-1558.2043342552715,-1558.236139466203,-1558.2603789657035,-1558.2788524585333,-1558.2929315420272,-1558.3036615427825,-1558.3118391287921,-1558.3180714594766,-1558.3228212653141,-1558.3264412040867,-1558.3292000445874,-1558.3313026218375,-1558.3329050454254,-1558.334126290141,-1558.3350570294697,-1558.3357663678084,-1558.3363069712445,-1558.3367189778405,-1558.3370329777615,-1558.3372722844879,-1558.3374546657735,-1558.3375936628422,-1558.3376995957792,-1558.3377803297626,-1558.3378418590291,-1558.3378887519318,-1558.3379244901168,-1558.3379517270275,-1558.3379724849176,-1558.3379883049945,-1558.338000361847,-1558.3380095506586,-1558.338016553667,-1558.3380218908253,-1558.3380259583985,-1558.3380290583927,-1558.3380314209708,-1558.3380332215472,-1558.3380345938085,-1558.3380356396415,-1558.3380364366947,-1558.3380370441485,-1558.3380375071024,-1558.338037859932,-1558.338038128831,-1558.3380383337646,-1558.3380384899497,-1558.3380386089827,-1558.3380386997,-1558.3380387688378,-1558.3380388215292,-1558.3380388616863,-1558.3380388922915,-1558.3380389156166
1,1,0.7333333333333333,0.4,0.7333333333333333,0.4666666666666667,-83.72135522784663,-176.62642686067574,-255.3524651800476,-317.43000710041383,-365.28768100687813,-401.9059187102795,-429.8520004585009,-451.1605987430355,-467.40310554711823,-479.7826264744679,-489.21754325714994,-496.40816651694547,-501.8883232807855,-506.06488329321473,-509.2479388972725,-511.6738207129825,-513.5226423838943,-514.9316728927446,-516.0055281972253,-516.8239385896013,-517.4476684039223,-517.9230275693978,-518.2853099727494,-518.5614139154196,-518.7718392257623,-518.932209305249,-519.0544311156988,-519.1475792328373,-519.2185696043151,-519.2726730365405,-519.3139065350794,-519.345331554376,-519.3692813008886,-519.3875339661486,-519.401444751756,-519.4120464887333,-519.4201263219,-519.4262841528432,-519.4309771806745,-519.434553847593,-519.4372797095962,-519.4393571531576,-519.4409404217702,-519.4421470680277,-519.4430666815279,-519.4437675406114,-519.4443016818071,-519.4447087633791,-519.4450190098219,-519.4452554559349,-519.4454356570801,-519.4455729926123,-519.4456776592525,-519.4457574281614,-519.4458182219232,-519.4458645542794,-519.4458998652584,-519.4459267765861,-519.4459472863418,-519.4459629173095,-519.4459748300376,-519.4459839090081,-519.4459908283046,-519.4459961016636,-519.4460001206145,-519.4460031835516,-519.4460055178878,-519.4460072969406,-519.4460086527981,-519.4460096861296,-519.4460104736556,-519.4460110738478,-519.4460115312683,-519.4460118798793,-519.4460121455637,-519.4460123480483,-519.4460125023664,-519.4460126199759,-519.446012709609,-519.4460127779205,-519.4460128299821,-519.4460128696596,-519.4460128998987,-519.4460129229446,-519.4460129405087,-519.4460129538942,-519.446012964096,-519.4460129718709
2,2,0.7333333333333333,0.4666666666666667,0.6666666666666666,0.4666666666666667,83.7213552278468,176.62642686067608,255.3524651800481,317.4300071004145,365.28768100687887,401.90591871028033,429.85200045850166,451.16059874303636,467.4031055471192,479.7826264744688,489.217543257151,496.40816651694666,501.8883232807865,506.0648832932157,509.2479388972737,511.6738207129837,513.5226423838955,514.9316728927456,516.0055281972262,516.8239385896023,517.4476684039233,517.9230275693988,518.2853099727505,518.5614139154206,518.7718392257633,518.93220930525,519.0544311156998,519.1475792328383,519.2185696043161,519.2726730365416,519.3139065350804,519.3453315543771,519.3692813008898,519.3875339661496,519.401444751757,519.4120464887342,519.420126321901,519.4262841528443,519.4309771806757,519.434553847594,519.4372797095972,519.4393571531588,519.4409404217712,519.4421470680286,519.4430666815289,519.4437675406124,519.4443016818084,519.4447087633802,519.4450190098229,519.4452554559359,519.4454356570812,519.4455729926134,519.4456776592536,519.4457574281627,519.4458182219245,519.4458645542804,519.4458998652594,519.4459267765873,519.4459472863429,519.4459629173105,519.4459748300386,519.445983909009,519.4459908283056,519.4459961016646,519.4460001206155,519.4460031835526,519.4460055178889,519.4460072969416,519.4460086527994,519.4460096861307,519.4460104736569,519.4460110738488,519.4460115312693,519.4460118798803,519.4460121455646,519.4460123480493,519.4460125023674,519.4460126199771,519.4460127096102,519.4460127779215,519.4460128299831,519.4460128696606,519.4460128999,519.4460129229457,519.4460129405096,519.4460129538952,519.446012964097,519.4460129718722
3,3,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.4,251.16406568354026,529.879280582028,766.0573955401436,952.2900213012426,1095.8630430206356,1205.71775613084,1289.5560013755044,1353.4817962291083,1402.2093166413567,1439.3478794234052,1467.652629771452,1489.2244995508386,1505.664969842359,1518.1946498796462,1527.7438166918198,1535.0214621389498,1540.5679271516851,1544.7950186782361,1548.0165845916779,1550.4718157688064,1552.3430052117692,1553.7690827081956,1554.85592991825,1555.6842417462603,1556.315517677289,1556.7966279157492,1557.1632933470985,1557.442737698514,1557.6557088129473,1557.8180191096235,1557.9417196052402,1558.0359946631302,1558.1078439026685,1558.1626018984475,1558.2043342552704,1558.2361394662014,1558.2603789657019,1558.2788524585321,1558.2929315420258,1558.3036615427807,1558.3118391287906,1558.318071459475,1558.3228212653125,1558.3264412040844,1558.3292000445856,1558.331302621836,1558.3329050454238,1558.3341262901392,1558.335057029468,1558.3357663678064,1558.3363069712427,1558.3367189778394,1558.3370329777595,1558.3372722844863,1558.3374546657724,1558.3375936628406,1558.3376995957776,1558.3377803297603,1558.337841859027,1558.3378887519304,1558.337924490115,1558.3379517270264,1558.337972484916,1558.3379883049927,1558.3380003618454,1558.3380095506573,1558.3380165536655,1558.338021890824,1558.3380259583967,1558.3380290583912,1558.3380314209692,1558.3380332215454,1558.3380345938074,1558.3380356396399,1558.338036436693,1558.3380370441464,1558.338037507101,1558.3380378599302,1558.338038128829,1558.3380383337635,1558.3380384899485,1558.338038608981,1558.3380386996982,1558.338038768836,1558.3380388215278,1558.338038861685,1558.3380388922901,1558.3380389156152
0,0,0.7333333333333333,0.4,0.8,0.4,-179.05934857567132,-388.6596621375945,-570.2470675205875,-714.6481856396823,-826.3157469042366,-911.8521617614861,-977.1566893895834,-1026.9575058243554,-1064.9200534185582,-1093.8543789092475,-1115.9064874519645,-1132.7130719188076,-1145.5218061906173,-1155.2836547729105,-1162.723392118565,-1168.3933917430957,-1172.7146320529775,-1176.0079510088224,-1178.5178668781655,-1180.4307328143793,-1181.8885729475385,-1182.9996272104906,-1183.8463878030639,-1184.4917239716071,-1184.9835498478612,-1185.3583819188714,-1185.6440502585021,-1185.8617648207792,-1186.0276902106516,-1186.1541458538413,-1186.250520674517,-1186.3239701926707,-1186.3799477984326,-1186.4226096487143,-1186.4551232484787,-1186.4799026277753,-1186.4987875756979,-1186.513180238798,-1186.5241492259486,-1186.5325089491128,-1186.5388800908072,-1186.5437356877808,-1186.5474362524672,-1186.5502565398747,-1186.5524059472573,-1186.55404406119,-1186.5552925063582,-1186.5562439757914,-1186.5569691130302,-1186.5575217571804,-1186.5579429402874,-1186.5582639338431,-1186.5585085705839,-1186.5586950139987,-1186.5588371069114,-1186.5589453992634,-1186.5590279314122,-1186.5590908311044,-1186.5591387684399,-1186.5591753026108,-1186.5592031461626,-1186.5592243663875,-1186.5592405388209,-1186.559252864212,-1186.559262257683,-1186.5592694166687,-1186.5592748726995,-1186.5592790308694,-1186.559282199908,-1186.5592846151073,-1186.5592864557873,-1186.5592878586133,-1186.5592889277389,-1186.5592897425465,-1186.559290363528,-1186.5592908367944,-1186.5592911974816,-1186.5592914723695,-1186.5592916818682,-1186.559291841532,-1186.5592919632159,-1186.5592920559536,-1186.5592921266314,-1186.5592921804964,-1186.559292221548,-1186.5592922528353,-1186.5592922766791,-1186.5592922948517
1,1,0.8,0.4,0.8,0.4666666666666667,-59.68644952522381,-129.55322071253167,-190.08235584019604,-238.21606187989414,-275.4385823014125,-303.9507205871624,-325.7188964631948,-342.31916860811873,-354.9733511395198,-364.6181263030828,-371.9688291506552,-377.5710239729363,-381.8406020635395,-385.0945515909705,-387.574464039522,-389.46446391436547,-390.9048773509929,-392.00265033627454,-392.8392889593889,-393.4769109381268,-393.9628576491799,-394.3332090701638,-394.61546260102165,-394.8305746572026,-394.99451661595407,-395.11946063962404,-395.21468341950094,-395.28725494026014,-395.34256340355086,-395.3847152846141,-395.4168402248394,-395.4413233975572,-395.45998259947777,-395.4742032162384,-395.4850410828265,-395.49330087592523,-395.4995958585663,-395.504393412933,-395.5080497419832,-395.5108363163712,-395.51296003026937,-395.514578562594,-395.51581208415604,-395.5167521799585,-395.5174686490861,-395.51801468706384,-395.5184308354531,-395.51874799193087,-395.5189897043437,-395.5191739190605,-395.5193143134295,-395.51942131128135,-395.5195028568617,-395.5195650046664,-395.5196123689708,-395.5196484664213,-395.51967597713775,-395.5196969437018,-395.5197129228137,-395.5197251008706,-395.5197343820546,-395.51974145546285,-395.519746846274,-395.5197509547377,-395.51975408589476,-395.51975647222326,-395.5197582909002,-395.5197596769569,-395.5197607333032,-395.5197615383696,-395.51976215192946,-395.51976261953797,-395.5197629759134,-395.5197632475157,-395.5197634545098,-395.5197636122651,-395.51976373249397,-395.51976382412346,-395.5197638939563,-395.51976394717764,-395.5197639877391,-395.51976401865164,-395.51976404221085,-395.5197640601658,-395.51976407384973,-395.51976408427873,-395.5197640922267,-395.51976409828427
2,2,0.8,0.4666666666666667,0.7333333333333333,0.4666666666666667,59.68644952522386,129.55322071253173,190.08235584019607,238.21606187989428,275.43858230141257,303.95072058716244,325.718896463195,342.31916860811884,354.97335113951993,364.6181263030831,371.9688291506552,377.5710239729364,381.8406020635397,385.0945515909705,387.5744640395222,389.46446391436564,390.90487735099305,392.0026503362747,392.839288959389,393.476910938127,393.96285764917997,394.33320907016406,394.6154626010218,394.8305746572028,394.9945166159542,395.11946063962415,395.2146834195011,395.2872549402603,395.342563403551,395.3847152846144,395.4168402248394,395.44132339755737,395.45998259947794,395.4742032162386,395.48504108282674,395.49330087592557,395.49959585856635,395.5043934129332,395.5080497419833,395.5108363163714,395.5129600302696,395.5145785625941,395.5158120841562,395.5167521799587,395.5174686490863,395.51801468706395,395.51843083545316,395.51874799193087,395.5189897043439,395.5191739190606,395.51931431342973,395.5194213112815,395.5195028568618,395.5195650046666,395.51961236897085,395.51964846642153,395.5196759771379,395.5196969437021,395.5197129228138,395.51972510087074,395.5197343820546,395.519741455463,395.519746846274,395.5197509547378,395.5197540858949,395.5197564722235,395.51975829090037,395.5197596769571,395.5197607333032,395.5197615383696,395.5197621519296,395.51976261953837,395.51976297591347,395.5197632475159,395.5197634545098,395.5197636122654,395.51976373249425,395.5197638241237,395.5197638939566,395.5197639471778,395.51976398773917,395.51976401865176,395.519764042211,395.5197640601661,395.51976407384973,395.5197640842788,395.51976409222704,395.51976409828444
3,3,0.7333333333333333,0.4666666666666667,0.7333333333333333,0.4,179.0593485756717,388.6596621375956,570.2470675205888,714.6481856396837,826.3157469042384,911.8521617614882,977.1566893895856,1026.9575058243572,1064.9200534185609,1093.85437890925,1115.906487451967,1132.7130719188103,1145.52180619062,1155.2836547729128,1162.7233921185675,1168.3933917430984,1172.7146320529805,1176.0079510088253,1178.5178668781682,1180.430732814382,1181.888572947541,1182.9996272104934,1183.8463878030666,1184.4917239716094,1184.9835498478635,1185.3583819188734,1185.6440502585044,1185.861764820782,1186.027690210654,1186.154145853844,1186.2505206745195,1186.3239701926732,1186.3799477984348,1186.4226096487168,1186.4551232484812,1186.4799026277776,1186.4987875757006,1186.5131802388005,1186.5241492259513,1186.5325089491153,1186.5388800908095,1186.5437356877835,1186.5474362524694,1186.550256539877,1186.55240594726,1186.5540440611928,1186.5552925063607,1186.5562439757941,1186.556969113033,1186.5575217571832,1186.55794294029,1186.5582639338459,1186.5585085705866,1186.558695014001,1186.558837106914,1186.5589453992654,1186.559027931415,1186.5590908311071,1186.5591387684426,1186.5591753026133,1186.5592031461654,1186.5592243663905,1186.5592405388236,1186.5592528642148,1186.5592622576858,1186.5592694166714,1186.5592748727024,1186.5592790308722,1186.5592821999105,1186.55928461511,1186.55928645579,1186.5592878586158,1186.5592889277416,1186.5592897425486,1186.559290363531,1186.5592908367971,1186.559291197484,1186.5592914723725,1186.559291681871,1186.5592918415343,1186.5592919632186,1186.5592920559566,1186.5592921266345,1186.5592921804996,1186.5592922215505,1186.5592922528376,1186.5592922766818,1186.5592922948545
0,0,0.8,0.4,0.8666666666666667,0.4,-119.29646694271568,-264.8568474907055,-393.2182518728092,-496.0023632847879,-575.6909920137876,-636.7881789725784,-683.4493367569447,-719.0369296481558,-746.1660042585053,-766.843555167021,-782.6028938039985,-794.6135869504867,-803.7672534169064,-810.7434871873419,-816.0602415125195,-820.1122657154438,-823.2004088610727,-825.5539554499425,-827.3476486871132,-828.7146645048883,-829.7564994209406,-830.5505063209401,-831.1556376593277,-831.6168224886729,-831.9683022969726,-832.2361733278074,-832.4403241423505,-832.5959122809752,-832.714489661792,-832.8048602733696,-832.8737338425152,-832.9262240098834,-832.9662280013208,-832.9967159843296,-833.0199515934429,-833.0376599977901,-833.0511559893515,-833.0614416020277,-833.0692805094279,-833.0752547251758,-833.079807815547,-833.0832778328355,-833.0859224146465,-833.0879379126611,-833.0894739711148,-833.0906446373995,-833.0915368297168,-833.0922167904712,-833.0927350045587,-833.0931299477071,-833.0934309431709,-833.093660338896,-833.0938351667746,-833.0939684072134,-833.0940699528871,-833.0941473432338,-833.0942063242372,-833.0942512750478,-833.0942855331183,-833.0943116419996,-833.0943315401922,-833.0943467050729,-833.0943582625857,-833.094367070838,-833.0943737838134,-833.0943788999307,-833.0943827990442,-833.0943857706502,-833.0943880353807,-833.0943897613856,-833.0943910768138,-833.0943920793331,-833.0943928433768,-833.094393425672,-833.0943938694528,-833.0943942076691,-833.0943944654313,-833.0943946618783,-833.094394811595,-833.0943949256972,-833.0943950126582,-833.0943950789322,-833.0943951294416,-833.094395167936,-833.0943951972732,-833.0943952196322,-833.0943952366723,-833.094395249659
1,1,0.8666666666666667,0.4,0.8666666666666667,0.4666666666666667,-39.76548898090515,-88.285615830235,-131.07275062426953,-165.334121094929,-191.8969973379289,-212.26272632419244,-227.8164455856479,-239.6789765493849,-248.72200141950137,-255.61451838900658,-260.86763126799906,-264.87119565016184,-267.9224178056351,-270.24782906244684,-272.02008050417265,-273.3707552384808,-274.4001362870237,-275.18465181664703,-275.7825495623706,-276.2382215016289,-276.58549980697967,-276.8501687736462,-277.0518792197755,-277.205607496224,-277.3227674323238,-277.41205777593535,-277.48010804744973,-277.5319707603245,-277.5714965539302,-277.6016200911227,-277.62457794750463,-277.6420746699606,-277.6554093337731,-277.6655719947761,-277.6733171978138,-277.6792199992629,-277.68371866311674,-277.68714720067544,-277.68976016980895,-277.69175157505816,-277.6932692718486,-277.6944259442781,-277.6953074715484,-277.6959793042199,-277.6964913237045,-277.6968815457993,-277.69717894323844,-277.6974055968232,-277.69757833485244,-277.69770998256854,-277.6978103143898,-277.6978867796316,-277.69794505559105,-277.6979894690707,-277.6980233176286,-277.6980491144108,-277.6980687747453,-277.6980837583488,-277.6980951777057,-277.6981038806661,-277.6981105133969,-277.6981155683572,-277.69811942086153,-277.6981223569456,-277.69812459460405,-277.69812629997654,-277.6981275996809,-277.69812859021624,-277.6981293451264,-277.69812992046144,-277.6981303589376,-277.69813069311056,-277.6981309477917,-277.6981311418902,-277.6981312898172,-277.698131402556,-277.6981314884766,-277.6981315539589,-277.6981316038645,-277.6981316418988,-277.69813167088563,-277.69813169297703,-277.6981317098135,-277.69813172264486,-277.69813173242403,-277.698131739877,-277.69813174555696,-277.6981317498859
2,2,0.8666666666666667,0.4666666666666667,0.8,0.4666666666666667,39.76548898090483,88.28561583023428,131.07275062426842,165.3341210949276,191.89699733792733,212.26272632419062,227.81644558564602,239.67897654938287,248.7220014194992,255.61451838900444,260.8676312679969,264.8711956501596,267.92241780563285,270.24782906244457,272.02008050417044,273.3707552384785,274.40013628702144,275.1846518166448,275.7825495623684,276.2382215016266,276.58549980697745,276.85016877364393,277.0518792197731,277.2056074962216,277.32276743232137,277.412057775933,277.4801080474474,277.53197076032217,277.57149655392794,277.6016200911204,277.6245779475023,277.64207466995845,277.65540933377065,277.66557199477376,277.67331719781146,277.67921999926057,277.68371866311435,277.6871472006731,277.6897601698065,277.69175157505583,277.6932692718462,277.6944259442757,277.6953074715461,277.6959793042176,277.69649132370216,277.6968815457969,277.69717894323605,277.6974055968209,277.6975783348501,277.6977099825661,277.69781031438754,277.6978867796292,277.6979450555886,277.69798946906843,277.6980233176263,277.69804911440843,277.698068774743,277.6980837583464,277.69809517770335,277.6981038806638,277.69811051339457,277.6981155683548,277.6981194208591,277.69812235694314,277.69812459460167,277.69812629997415,277.6981275996785,277.69812859021386,277.6981293451241,277.698129920459,277.6981303589352,277.6981306931081,277.6981309477894,277.69813114188787,277.6981312898148,277.6981314025535,277.6981314884742,277.69813155395667,277.69813160386207,277.6981316418964,277.69813167088324,277.69813169297464,277.69813170981115,277.69813172264253,277.6981317324216,277.6981317398746,277.6981317455547,277.69813174988354
3,3,0.8,0.4666666666666667,0.8,0.4,119.29646694271528,264.85684749070464,393.218251872808,496.0023632847862,575.6909920137858,636.7881789725762,683.4493367569422,719.0369296481534,746.1660042585028,766.8435551670184,782.6028938039958,794.6135869504843,803.7672534169037,810.7434871873393,816.0602415125169,820.1122657154413,823.20040886107,825.5539554499396,827.3476486871103,828.7146645048853,829.7564994209378,830.5505063209372,831.1556376593251,831.6168224886702,831.9683022969699,832.2361733278045,832.4403241423477,832.5959122809722,832.7144896617891,832.8048602733667,832.8737338425124,832.9262240098807,832.9662280013179,832.9967159843269,833.0199515934403,833.037659997787,833.0511559893488,833.061441602025,833.0692805094252,833.0752547251732,833.0798078155443,833.0832778328328,833.0859224146437,833.0879379126583,833.0894739711119,833.0906446373967,833.0915368297137,833.0922167904683,833.0927350045563,833.0931299477044,833.0934309431682,833.0936603388933,833.0938351667719,833.0939684072107,833.0940699528842,833.094147343231,833.0942063242346,833.094251275045,833.0942855331157,833.0943116419969,833.0943315401894,833.09434670507,833.094358262583,833.0943670708351,833.0943737838106,833.0943788999283,833.0943827990413,833.0943857706472,833.0943880353778,833.0943897613829,833.0943910768112,833.0943920793304,833.0943928433742,833.0943934256693,833.0943938694501,833.0943942076661,833.0943944654283,833.0943946618753,833.0943948115921,833.094394925695,833.0943950126555,833.0943950789296,833.0943951294389,833.0943951679332,833.0943951972705,833.0943952196295,833.0943952366698,833.0943952496563
0,0,0.8666666666666667,0.4,0.9333333333333332,0.4,-68.3205911597684,-154.0329174311141,-230.5363399481112,-292.08976664471345,-339.8977913178556,-376.5759317620687,-404.59422728880037,-425.96499175196817,-442.25678049060997,-454.6743672304195,-464.1384296634363,-471.35130133295235,-476.8484236503823,-481.0379160381926,-484.23082838112686,-486.66422242770966,-488.5187693938472,-489.9321632974538,-491.0093440510701,-491.8302888473529,-492.45595019075233,-492.9327814200418,-493.2961857178742,-493.57314468272637,-493.78422162559036,-493.94508832955233,-494.0676886291983,-494.161125201858,-494.2323354120742,-494.2866063885743,-494.3279675765461,-494.3594899109645,-494.3835138236203,-494.4018230126426,-494.4157768763392,-494.42641144414205,-494.4345162984536,-494.4406931985994,-494.44540075951863,-494.4489885024452,-494.4517228057351,-494.4538066825997,-494.4553948541837,-494.4566052371109,-494.4575276984154,-494.45823072787766,-494.4587665231701,-494.45917486536746,-494.45948607256287,-494.4597232508882,-494.45990401006964,-494.46004177089446,-494.46014676165976,-494.46022677759214,-494.46028775961685,-494.46033423545236,-494.46036965578,-494.46039665044486,-494.4604172237142,-494.46043290308677,-494.4604448527054,-494.46045395979104,-494.4604609005155,-494.46046619020433,-494.46047022160064,-494.46047329402313,-494.460475635588,-494.46047742015014,-494.4604787802067,-494.460479816738,-494.4604806067027,-494.4604812087534,-494.4604816675906,-494.46048201728087,-494.4604822837882,-494.4604824868998,-494.4604826416957,-494.46048275966973,-494.46048284958016,-494.4604829181034,-494.46048297032615,-494.4604830101265,-494.4604830404591,-494.46048306357653,-494.46048308119487,-494.4604830946222,-494.4604831048555,-494.4604831126543
