Element,Facet,X1,Y1,X2,Y2,time_step_0,time_step_1,time_step_2,time_step_3,time_step_4,time_step_5,time_step_6,time_step_7,time_step_8,time_step_9,time_step_10,time_step_11,time_step_12,time_step_13,time_step_14,time_step_15,time_step_16,time_step_17,time_step_18,time_step_19,time_step_20,time_step_21,time_step_22,time_step_23,time_step_24,time_step_25,time_step_26,time_step_27,time_step_28,time_step_29,time_step_30,time_step_31,time_step_32,time_step_33,time_step_34,time_step_35,time_step_36,time_step_37,time_step_38,time_step_39,time_step_40,time_step_41,time_step_42,time_step_43,time_step_44,time_step_45,time_step_46,time_step_47,time_step_48,time_step_49,time_step_50,time_step_51,time_step_52,time_step_53,time_step_54,time_step_55,time_step_56,time_step_57,time_step_58,time_step_59,time_step_60,time_step_61,time_step_62,time_step_63,time_step_64,time_step_65,time_step_66,time_step_67,time_step_68,time_step_69,time_step_70,time_step_71,time_step_72,time_step_73,time_step_74,time_step_75,time_step_76,time_step_77,time_step_78,time_step_79,time_step_80,time_step_81,time_step_82,time_step_83,time_step_84,time_step_85,time_step_86,time_step_87
0,0,0.6,0.13333333333333333,0.6666666666666666,0.13333333333333333,-198.52997438477738,-445.2356601720545,-664.5059786328203,-840.6095155100888,-977.2856413882685,-1082.1116594912862,-1162.1785190649325,-1223.2462668831986,-1269.7998888102945,-1305.2828047910555,-1332.32604707762,-1352.93657107291,-1368.6443980941804,-1380.6157190154224,-1389.739348682507,-1396.692682650939,-1401.9919823596827,-1406.0307034207583,-1409.1087077781565,-1411.4545273179249,-1413.2423315785516,-1414.604859265932,-1415.643273671472,-1416.4346737197407,-1417.0378183150424,-1417.4974890007272,-1417.8478148445183,-1418.1148064118509,-1418.3182869665693,-1418.4733642844126,-1418.5915523566935,-1418.6816262670789,-1418.7502737132645,-1418.802591547005,-1418.8424641989307,-1418.8728520850088,-1418.8960114078945,-1418.913661672714,-1418.9271133547732,-1418.9373651981346,-1418.9451783691463,-1418.951132970588,-1418.9556711124344,-1418.9591297370996,-1418.9617656363255,-1418.9637745171372,-1418.965305532465,-1418.9664723552648,-1418.9673616183713,-1418.968039346705,-1418.968555859414,-1418.9689495058994,-1418.9692495131476,-1418.9694781557293,-1418.9696524096194,-1418.9697852126096,-1418.969886424892,-1418.969963561154,-1418.9700223485136,-1418.9700671517435,-1418.9701012973392,-1418.9701273205005,-1418.9701471533645,-1418.9701622684577,-1418.9701737880239,-1418.9701825673571,-1418.970189258294,-1418.9701943576144,-1418.9701982439249,-1418.9702012057749,-1418.9702034630704,-1418.9702051834086,-1418.9702064945182,-1418.9702074937454,-1418.9702082552808,-1418.9702088356644,-1418.970209277989,-1418.9702096150945,-1418.9702098720104,-1418.9702100678126,-1418.970210217037,-1418.9702103307648,-1418.9702104174405,-1418.9702104834967,-1418.9702105338406,-1418.9702105722079,-1418.9702106014493,-1418.9702106237346
1,1,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.2,-66.176658128259,-148.4118867240179,-221.50199287760643,-280.20317183669584,-325.76188046275564,-360.70388649709486,-387.3928396883102,-407.7487556277322,-423.2666296034308,-435.09426826368446,-444.1086823592058,-450.9788570243026,-456.21479936472616,-460.20523967180674,-463.24644956083495,-465.56422755031235,-467.33066078656,-468.67690114025214,-469.702902592718,-470.4848424393074,-471.08077719284967,-471.5349530886432,-471.88109122382326,-472.1448912399128,-472.3459394383467,-472.4991630002417,-472.6159382815053,-472.70493547061614,-472.772762322189,-472.8244547614701,-472.8638507855638,-472.89387542235886,-472.91675790442076,-472.9341971823343,-472.94748806630935,-472.9576173616688,-472.9653371359639,-472.9712205575705,-472.9757044515902,-472.9791217327108,-472.981726123048,-472.98371099019516,-472.985223704144,-472.98637657903237,-472.9872552121077,-472.9879248390448,-472.9884351774875,-472.9888241184209,-472.98912053945634,-472.9893464489009,-472.98951861980385,-472.98964983529913,-472.9897498377151,-472.989826051909,-472.98988413653916,-472.9899284042024,-472.9899621416298,-472.98998785371737,-472.99000744950376,-472.99002238391375,-472.99003376577895,-472.99004244016606,-472.9900490511208,-472.99005408948494,-472.9900579293406,-472.9900608557849,-472.99006308609734,-472.99006478587074,-472.9900660813077,-472.99006706859086,-472.99006782102265,-472.99006839446884,-472.99006883150525,-472.99006916458114,-472.9900694184263,-472.9900696118872,-472.99006975932895,-472.9900698716975,-472.99006995733606,-472.99007002260316,-472.9900700723449,-472.9900701102543,-472.990070139146,-472.99007016116485,-472.9900701779461,-472.9900701907353,-472.9900702004824,-472.9900702079107
2,2,0.6666666666666666,0.2,0.6,0.2,66.17665812825915,148.41188672401822,221.50199287760688,280.2031718366964,325.7618804627562,360.7038864970957,387.39283968831086,407.74875562773286,423.2666296034317,435.09426826368536,444.10868235920685,450.9788570243035,456.214799364727,460.2052396718077,463.2464495608358,465.5642275503132,467.330660786561,468.676901140253,469.7029025927189,470.4848424393084,471.0807771928508,471.53495308864416,471.88109122382417,472.1448912399137,472.3459394383477,472.49916300024256,472.6159382815062,472.7049354706172,472.7727623221898,472.8244547614711,472.8638507855648,472.8938754223598,472.9167579044217,472.9341971823352,472.94748806631037,472.95761736166975,472.9653371359649,472.9712205575714,472.9757044515911,472.9791217327117,472.9817261230489,472.98371099019613,472.9852237041449,472.9863765790333,472.9872552121086,472.9879248390457,472.9884351774885,472.9888241184218,472.98912053945725,472.9893464489018,472.9895186198048,472.9896498353,472.989749837716,472.9898260519098,472.98988413654007,472.98992840420334,472.98996214163077,472.98998785371816,472.9900074495047,472.99002238391466,472.99003376578,472.99004244016714,472.9900490511217,472.9900540894858,472.9900579293415,472.9900608557859,472.9900630860982,472.99006478587165,472.9900660813086,472.9900670685918,472.9900678210236,472.99006839446963,472.9900688315062,472.9900691645819,472.9900694184272,472.9900696118882,472.99006975932986,472.9900698716984,472.99006995733697,472.99007002260424,472.9900700723459,472.9900701102552,472.99007013914695,472.9900701611659,472.99007017794685,472.99007019073633,472.9900702004833,472.99007020791163
3,3,0.6,0.2,0.6,0.13333333333333333,198.5299743847773,445.2356601720544,664.5059786328203,840.6095155100888,977.2856413882685,1082.111659491286,1162.1785190649325,1223.2462668831986,1269.799888810294,1305.2828047910552,1332.3260470776195,1352.9365710729096,1368.6443980941804,1380.6157190154215,1389.7393486825065,1396.6926826509387,1401.991982359682,1406.030703420758,1409.1087077781558,1411.4545273179242,1413.242331578551,1414.6048592659315,1415.6432736714717,1416.4346737197407,1417.0378183150422,1417.4974890007265,1417.847814844518,1418.1148064118506,1418.3182869665686,1418.4733642844126,1418.5915523566935,1418.6816262670786,1418.7502737132645,1418.8025915470043,1418.8424641989304,1418.8728520850086,1418.8960114078934,1418.9136616727137,1418.9271133547727,1418.9373651981339,1418.945178369146,1418.9511329705874,1418.9556711124344,1418.9591297370996,1418.9617656363248,1418.9637745171365,1418.9653055324645,1418.9664723552648,1418.967361618371,1418.968039346705,1418.9685558594135,1418.9689495058994,1418.9692495131476,1418.9694781557293,1418.9696524096194,1418.9697852126092,1418.9698864248915,1418.969963561154,1418.9700223485129,1418.9700671517433,1418.970101297339,1418.9701273205005,1418.9701471533642,1418.9701622684577,1418.9701737880234,1418.970182567357,1418.9701892582934,1418.9701943576142,1418.9701982439249,1418.9702012057746,1418.9702034630698,1418.9702051834086,1418.9702064945175,1418.9702074937454,1418.9702082552806,1418.9702088356635,1418.970209277989,1418.9702096150945,1418.9702098720102,1418.9702100678119,1418.9702102170368,1418.9702103307648,1418.9702104174398,1418.9702104834967,1418.9702105338406,1418.9702105722079,1418.9702106014493,1418.970210623734
0,0,0.6666666666666666,0.13333333333333333,0.7333333333333333,0.13333333333333333,-162.8154391974719,-370.8902653474446,-558.4330942503593,-709.9772887496878,-827.8780241996968,-918.3861095582204,-987.5395811989844,-1040.2897578583163,-1080.5043239207612,-1111.1560887015107,-1134.5173953986605,-1152.3218292970218,-1165.8910689525958,-1176.2325221084939,-1184.113991201836,-1190.120645372498,-1194.6984581353702,-1198.1873170211713,-1200.8462584786867,-1202.8727003235606,-1204.417099329212,-1205.5941221454154,-1206.4911589244366,-1207.1748117574784,-1207.6958396651914,-1208.0929272913838,-1208.3955571132049,-1208.6261984200949,-1208.801975586153,-1208.9359394997475,-1209.0380365499361,-1209.1158471138258,-1209.175148375139,-1209.2203432615104,-1209.2547873476713,-1209.281037996066,-1209.3010442327816,-1209.3162914564512,-1209.3279117243155,-1209.3367678038335,-1209.343517230383,-1209.3486611271444,-1209.3525814118816,-1209.355569153108,-1209.3578461809864,-1209.3595815575025,-1209.3609041287716,-1209.361912091451,-1209.3626802835215,-1209.3632657407707,-1209.3637119315156,-1209.3640519839785,-1209.3643111459598,-1209.3645086594038,-1209.364659189045,-1209.3647739112268,-1209.3648613437006,-1209.364927978046,-1209.364978761648,-1209.3650174650252,-1209.3650469617799,-1209.365069441951,-1209.365086574618,-1209.3650996318272,-1209.3651095830326,-1209.3651171670806,-1209.3651229470624,-1209.3651273521227,-1209.3651307093214,-1209.3651332679226,-1209.3651352178927,-1209.3651367040109,-1209.365137836616,-1209.3651386998,-1209.3651393576552,-1209.3651398590202,-1209.3651402411238,-1209.365140532333,-1209.3651407542702,-1209.3651409234144,-1209.365141052323,-1209.365141150567,-1209.3651412254414,-1209.365141282505,-1209.3651413259945,-1209.3651413591385,-1209.3651413843993,-1209.3651414036494
1,1,0.7333333333333333,0.13333333333333333,0.7333333333333333,0.2,-54.27181306582385,-123.63008844914788,-186.14436475011934,-236.6590962498954,-275.9593413998983,-306.1287031860727,-329.1798603996607,-346.7632526194381,-360.16810797358613,-370.3853629005028,-378.1724651328858,-384.1072764323398,-388.63035631753104,-392.07750736949686,-394.7046637339444,-396.7068817908317,-398.23281937845576,-399.3957723403894,-400.2820861595614,-400.9575667745192,-401.4723664430697,-401.8647073818042,-402.16371964147766,-402.39160391915846,-402.5652798883962,-402.6976424304603,-402.79851903773385,-402.87539947336404,-402.9339918620501,-402.9786464999149,-403.0126788499777,-403.0386157046076,-403.05838279171206,-403.0734477538358,-403.0849291158893,-403.09367933202105,-403.10034807759286,-403.1054304854827,-403.10930390810415,-403.11225593461023,-403.11450574346003,-403.1162203757137,-403.11752713729277,-403.11852305103514,-403.1192820603279,-403.1198605191665,-403.1203013762562,-403.120637363816,-403.12089342783963,-403.12108858025596,-403.12123731050406,-403.12135066132515,-403.1214370486522,-403.1215028864669,-403.121553063014,-403.12159130374135,-403.12162044789915,-403.12164265934763,-403.121659587215,-403.12167248834083,-403.12168232059236,-403.12168981398247,-403.12169552487165,-403.1216998772747,-403.1217031943431,-403.12170572235925,-403.12170764901975,-403.1217091173732,-403.1217102364395,-403.1217110893065,-403.12171173929664,-403.12171223466936,-403.1217126122043,-403.1217128999325,-403.12171311921736,-403.1217132863391,-403.1217134137069,-403.12171351077683,-403.1217135847558,-403.12171364113726,-403.1217136841066,-403.12171371685463,-403.1217137418128,-403.1217137608341,-403.12171377533036,-403.12171378637856,-403.12171379479867,-403.1217138012156
2,2,0.7333333333333333,0.2,0.6666666666666666,0.2,54.27181306582392,123.63008844914805,186.1443647501196,236.6590962498957,275.9593413998987,306.1287031860731,329.17986039966115,346.7632526194384,360.16810797358664,370.38536290050314,378.17246513288626,384.10727643234014,388.6303563175314,392.0775073694976,394.70466373394487,396.7068817908322,398.2328193784562,399.39577234039,400.28208615956186,400.95756677451965,401.4723664430702,401.8647073818048,402.16371964147834,402.39160391915885,402.56527988839684,402.6976424304608,402.79851903773437,402.8753994733645,402.93399186205056,402.9786464999154,403.01267884997804,403.038615704608,403.0583827917125,403.0734477538362,403.0849291158898,403.0936793320216,403.10034807759337,403.10543048548317,403.1093039081048,403.1122559346106,403.11450574346037,403.116220375714,403.11752713729317,403.1185230510356,403.1192820603283,403.1198605191671,403.1203013762567,403.1206373638164,403.12089342784,403.1210885802565,403.1212373105046,403.12135066132566,403.1214370486528,403.12150288646734,403.1215530630145,403.1215913037418,403.1216204478996,403.1216426593482,403.1216595872155,403.12167248834123,403.1216823205928,403.12168981398315,403.1216955248722,403.12169987727515,403.1217031943437,403.12170572235976,403.1217076490203,403.12170911737365,403.12171023644,403.1217110893071,403.12171173929687,403.1217122346698,403.1217126122048,403.12171289993296,403.12171311921793,403.1217132863396,403.12171341370737,403.1217135107772,403.1217135847563,403.1217136411377,403.1217136841072,403.12171371685514,403.12171374181327,403.1217137608345,403.1217137753309,403.12171378637896,403.1217137947992,403.12171380121606
3,3,0.6666666666666666,0.2,0.6666666666666666,0.13333333333333333,162.81543919747185,370.89026534744437,558.433094250359,709.9772887496872,827.8780241996965,918.3861095582198,987.539581198984,1040.289757858316,1080.5043239207603,1111.1560887015103,1134.5173953986598,1152.3218292970212,1165.891068952595,1176.2325221084932,1184.1139912018352,1190.1206453724976,1194.6984581353693,1198.1873170211704,1200.8462584786864,1202.8727003235597,1204.4170993292114,1205.594122145415,1206.4911589244355,1207.1748117574778,1207.6958396651908,1208.0929272913831,1208.395557113204,1208.6261984200944,1208.8019755861526,1208.9359394997466,1209.0380365499348,1209.115847113825,1209.1751483751386,1209.2203432615095,1209.2547873476703,1209.2810379960656,1209.3010442327811,1209.3162914564505,1209.3279117243146,1209.3367678038328,1209.3435172303818,1209.3486611271435,1209.3525814118805,1209.3555691531074,1209.3578461809855,1209.3595815575015,1209.3609041287707,1209.3619120914498,1209.3626802835208,1209.3632657407702,1209.3637119315144,1209.3640519839776,1209.364311145959,1209.3645086594029,1209.3646591890442,1209.3647739112262,1209.3648613436994,1209.364927978045,1209.364978761647,1209.365017465024,1209.365046961779,1209.36506944195,1209.3650865746174,1209.365099631826,1209.3651095830314,1209.36511716708,1209.3651229470615,1209.3651273521218,1209.3651307093207,1209.3651332679215,1209.3651352178915,1209.3651367040104,1209.365137836615,1209.3651386997994,1209.3651393576542,1209.3651398590193,1209.365140241123,1209.3651405323324,1209.3651407542693,1209.3651409234135,1209.3651410523219,1209.365141150566,1209.3651412254408,1209.3651412825045,1209.3651413259936,1209.3651413591376,1209.3651413843986,1209.3651414036487
0,0,0.7333333333333333,0.13333333333333333,0.8,0.13333333333333333,-125.75383620803622,-290.56734817903407,-440.98440412255263,-563.1947890732984,-658.4816625508388,-731.6900486472722,-787.6422462451712,-830.3270497957236,-862.8694094500622,-887.6737020194887,-906.5784323468048,-920.9863832896028,-931.9670777415164,-940.3357382038137,-946.713695176427,-951.574487282836,-955.2790115809747,-958.102316775358,-960.2540241048308,-961.8938908869898,-963.1436719426264,-964.0961594878944,-964.8220726544994,-965.3753081566564,-965.7969419482974,-966.1182789802817,-966.3631774921448,-966.549820409528,-966.6920653678341,-966.8004735970204,-966.8830940588986,-966.9460610566288,-966.9940496869627,-967.0306229511226,-967.0584962961632,-967.0797392281676,-967.0959289664104,-967.1082675468056,-967.1176710692024,-967.1248377148488,-967.1302995840983,-967.1344622031503,-967.13763463306,-967.140052416528,-967.1418950661902,-967.143299392848,-967.1443696632324,-967.1451853414716,-967.1458069890473,-967.1462807612892,-967.1466418342607,-967.146917016468,-967.1471267393007,-967.1472865740062,-967.1474083877948,-967.1475012249497,-967.1475719783297,-967.1476259011447,-967.1476669969908,-967.1476983171016,-967.1477221868947,-967.1477403786264,-967.1477542429732,-967.1477648093177,-967.1477728621768,-967.1477789994507,-967.1477836768116,-967.1477872415387,-967.1477899583003,-967.147792028808,-967.1477936067917,-967.1477948094099,-967.1477957259532,-967.1477964244716,-967.1477969568305,-967.147797362553,-967.1477976717638,-967.1477979074202,-967.1477980870204,-967.1477982238972,-967.1477983282148,-967.1477984077172,-967.1477984683082,-967.1477985144857,-967.147798549678,-967.1477985764999,-967.147798596942,-967.1477986125202
1,1,0.8,0.13333333333333333,0.8,0.2,-41.917945402678775,-96.85578272634476,-146.9948013741843,-187.73159635776628,-219.49388751694642,-243.89668288242424,-262.5474154150573,-276.7756832652414,-287.62313648335436,-295.89123400649663,-302.1928107822684,-306.9954610965345,-310.65569258050584,-313.4452460679381,-315.5712317254759,-317.1914957609456,-318.42633719365847,-319.36743892511964,-320.0846747016105,-320.63129696233017,-321.04789064754243,-321.3653864959652,-321.6073575515001,-321.79176938555236,-321.9323139827661,-322.03942632676086,-322.12105916404863,-322.1832734698428,-322.230688455945,-322.26682453234037,-322.29436468629984,-322.3153536855432,-322.33134989565445,-322.3435409837078,-322.35283209872136,-322.35991307605616,-322.3653096554704,-322.36942251560214,-322.3725570230677,-322.37494590494987,-322.37676652803304,-322.37815406771705,-322.37921154435367,-322.38001747217635,-322.3806316887303,-322.3810997976163,-322.3814565544111,-322.38172844715734,-322.38193566301584,-322.3820935870967,-322.3822139447538,-322.38230567215624,-322.38237557976726,-322.3824288580023,-322.3824694625985,-322.3825004083168,-322.3825239927768,-322.3825419670485,-322.3825556656638,-322.3825661057008,-322.3825740622986,-322.38258012620906,-322.3825847476579,-322.3825882697728,-322.3825909540592,-322.3825929998172,-322.38259455893746,-322.3825957471798,-322.382596652767,-322.38259734293626,-322.3825978689308,-322.3825982698036,-322.382598575318,-322.3825988081575,-322.3825989856104,-322.38259912085124,-322.3825992239215,-322.38259930247364,-322.3825993623404,-322.38259940796587,-322.38259944273847,-322.3825994692393,-322.38259948943636,-322.3825995048288,-322.38259951655965,-322.38259952550027,-322.3825995323143,-322.38259953750696
2,2,0.8,0.2,0.7333333333333333,0.2,41.917945402678754,96.85578272634471,146.99480137418425,187.73159635776616,219.4938875169463,243.89668288242416,262.5474154150572,276.77568326524124,287.6231364833542,295.8912340064964,302.19281078226817,306.99546109653437,310.6556925805056,313.445246067938,315.57123172547574,317.19149576094543,318.4263371936583,319.36743892511953,320.08467470161037,320.6312969623301,321.0478906475423,321.3653864959649,321.6073575515,321.7917693855522,321.93231398276595,322.03942632676075,322.1210591640485,322.18327346984273,322.23068845594486,322.26682453234025,322.29436468629973,322.31535368554296,322.3313498956544,322.34354098370767,322.3528320987212,322.359913076056,322.3653096554702,322.369422515602,322.37255702306754,322.37494590494975,322.37676652803293,322.37815406771693,322.37921154435344,322.38001747217623,322.38063168873015,322.3810997976162,322.381456554411,322.38172844715723,322.38193566301584,322.3820935870965,322.3822139447537,322.3823056721561,322.3823755797672,322.38242885800224,322.3824694625984,322.3825004083166,322.38252399277667,322.3825419670484,322.3825556656637,322.38256610570073,322.38257406229843,322.38258012620895,322.38258474765775,322.38258826977267,322.3825909540592,322.382592999817,322.3825945589373,322.38259574717966,322.3825966527669,322.38259734293615,322.38259786893065,322.38259826980345,322.3825985753178,322.3825988081573,322.3825989856104,322.3825991208511,322.3825992239214,322.38259930247347,322.3825993623402,322.3825994079658,322.3825994427383,322.3825994692392,322.38259948943625,322.38259950482865,322.38259951655954,322.3825995255001,322.3825995323142,322.38259953750685
3,3,0.7333333333333333,0.2,0.7333333333333333,0.13333333333333333,125.75383620803652,290.5673481790348,440.9844041225537,563.1947890732997,658.4816625508405,731.690048647274,787.6422462451734,830.3270497957257,862.8694094500644,887.6737020194913,906.5784323468068,920.9863832896052,931.9670777415187,940.335738203816,946.7136951764296,951.5744872828384,955.2790115809773,958.1023167753606,960.2540241048332,961.8938908869924,963.1436719426292,964.0961594878968,964.822072654502,965.3753081566588,965.7969419483001,966.118278980284,966.3631774921477,966.5498204095303,966.6920653678368,966.8004735970227,966.8830940589012,966.946061056631,966.9940496869651,967.0306229511252,967.0584962961658,967.0797392281695,967.0959289664128,967.1082675468083,967.117671069205,967.1248377148514,967.130299584101,967.134462203153,967.1376346330626,967.1400524165306,967.1418950661928,967.1432993928506,967.144369663235,967.145185341474,967.1458069890497,967.1462807612917,967.1466418342633,967.1469170164706,967.1471267393034,967.1472865740088,967.1474083877972,967.147501224952,967.1475719783324,967.1476259011473,967.1476669969933,967.1476983171042,967.1477221868972,967.147740378629,967.1477542429756,967.14776480932,967.1477728621794,967.1477789994533,967.147783676814,967.1477872415413,967.1477899583027,967.1477920288104,967.1477936067944,967.1477948094124,967.1477957259552,967.1477964244743,967.1477969568332,967.1477973625557,967.1477976717664,967.1477979074224,967.1477980870227,967.1477982238997,967.1477983282167,967.1477984077196,967.1477984683107,967.147798514488,967.1477985496808,967.1477985765027,967.1477985969448,967.1477986125227
0,0,0.8,0.13333333333333333,0.8666666666666667,0.13333333333333333,-88.60724111666491,-207.2866737035392,-316.75017074536345,-406.0971499615887,-475.88899439197615,-529.5469668886725,-570.5674191713275,-601.8639183781812,-625.7247363906446,-643.9120257085351,-657.7736240092166,-668.3380434116825,-676.3894809117072,-682.5256827795,-687.2022297511497,-690.7663370599266,-693.4826273125868,-695.5527760769832,-697.1304851684738,-698.3328943885249,-699.2492787441616,-699.9476768207816,-700.4799424255926,-700.8855945651409,-701.1947516040843,-701.4303674567053,-701.6099358410954,-701.7467891313727,-701.8510882435083,-701.930577050612,-701.9911573405631,-702.0373270047482,-702.0725139920137,-702.0993308228187,-702.1197685604692,-702.1353446411514,-702.1472155386833,-702.1562626289673,-702.1631576293146,-702.1684124712916,-702.1724173099872,-702.1754694917761,-702.1777956313232,-702.1795684369966,-702.1809195339073,-702.1819492366493,-702.1827339973331,-702.1833320819131,-702.1837878962419,-702.1841352830652,-702.1844000347359,-702.1846018082132,-702.1847555845268,-702.1848727810727,-702.1849620993181,-702.1850301708539,-702.1850820497735,-702.1851215879179,-702.185151720868,-702.1851746858987,-702.1851921880882,-702.1852055269188,-702.1852156927556,-702.1852234403789,-702.1852293450247,-702.1852338450941,-702.185237274703,-702.185239888489,-702.1852418805164,-702.1852433986871,-702.1852445557214,-702.1852454375238,-702.1852461095664,-702.1852466217459,-702.1852470120901,-702.1852473095805,-702.1852475363049,-702.1852477090964,-702.1852478407865,-702.1852479411486,-702.1852480176385,-702.1852480759325,-702.1852481203598,-702.1852481542187,-702.1852481800232,-702.1852481996902,-702.1852482146785,-702.1852482261013
1,1,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.2,-29.53574703888825,-69.09555790117957,-105.58339024845422,-135.36571665386262,-158.62966479732506,-176.51565562955707,-190.18913972377547,-200.62130612606003,-208.57491213021441,-214.63734190284455,-219.25787466973838,-222.7793478038937,-225.46316030390201,-227.50856092649948,-229.06740991704945,-230.25544568664174,-231.1608757708617,-231.85092535899395,-232.37682838949073,-232.77763146284119,-233.08309291472008,-233.31589227359345,-233.49331414186366,-233.62853152171314,-233.7315838680276,-233.810122485568,-233.8699786136981,-233.91559637712368,-233.95036274783558,-233.97685901687007,-233.99705244685381,-234.0124423349156,-234.02417133067073,-234.03311027427242,-234.03992285348926,-234.04511488038338,-234.04907184622726,-234.05208754298855,-234.0543858764377,-234.0561374904301,-234.0574724366621,-234.05848983059155,-234.05926521044057,-234.0598561456651,-234.06030651130183,-234.0606497455492,-234.060911332444,-234.06111069397065,-234.0612626320801,-234.0613784276879,-234.06146667824487,-234.06153393607065,-234.06158519484168,-234.0616242603571,-234.06165403310555,-234.06167672361747,-234.06169401659068,-234.06170719597225,-234.0617172402889,-234.06172489529914,-234.0617307293623,-234.0617351756392,-234.06173856425136,-234.06174114679246,-234.06174311500786,-234.0617446150309,-234.06174575823388,-234.0617466294959,-234.06174729350502,-234.06174779956189,-234.06174818524,-234.06174847917416,-234.0617487031884,-234.06174887391487,-234.06174900402956,-234.06174910319302,-234.06174917876785,-234.06174923636502,-234.0617492802616,-234.0617493137158,-234.0617493392124,-234.06174935864368,-234.06174937345278,-234.0617493847392,-234.06174939334062,-234.06174939989623,-234.0617494048924,-234.06174940869994
2,2,0.8666666666666667,0.2,0.8,0.2,29.53574703888797,69.09555790117895,105.5833902484533,135.36571665386134,158.62966479732358,176.51565562955548,190.18913972377374,200.62130612605824,208.57491213021248,214.6373419028426,219.25787466973645,222.77934780389168,225.4631603039,227.5085609264974,229.0674099170473,230.25544568663963,231.16087577085963,231.85092535899184,232.37682838948865,232.77763146283905,233.083092914718,233.31589227359126,233.49331414186162,233.6285315217109,233.73158386802544,233.81012248556584,233.869978613696,233.91559637712155,233.95036274783348,233.976859016868,233.99705244685168,234.01244233491343,234.0241713306686,234.03311027427029,234.0399228534872,234.0451148803812,234.04907184622522,234.0520875429864,234.0543858764356,234.056137490428,234.05747243665988,234.05848983058945,234.0592652104384,234.0598561456629,234.0603065112997,234.0606497455471,234.06091133244183,234.06111069396846,234.061262632078,234.0613784276857,234.06146667824268,234.06153393606846,234.06158519483958,234.061624260355,234.06165403310345,234.06167672361545,234.06169401658852,234.0617071959701,234.06171724028675,234.0617248952969,234.06173072936014,234.061735175637,234.06173856424925,234.06174114679038,234.0617431150057,234.0617446150288,234.0617457582317,234.06174662949368,234.06174729350292,234.06174779955967,234.06174818523786,234.0617484791721,234.0617487031861,234.0617488739127,234.06174900402743,234.06174910319092,234.06174917876567,234.06174923636289,234.06174928025948,234.06174931371362,234.06174933921025,234.06174935864155,234.0617493734507,234.06174938473703,234.06174939333846,234.0617493998941,234.06174940489018,234.0617494086978
3,3,0.8,0.2,0.8,0.13333333333333333,88.60724111666462,207.28667370353853,316.75017074536237,406.0971499615874,475.8889943919746,529.5469668886708,570.5674191713259,601.8639183781795,625.7247363906424,643.9120257085331,657.7736240092148,668.3380434116804,676.3894809117053,682.5256827794979,687.2022297511476,690.7663370599245,693.4826273125847,695.5527760769812,697.1304851684715,698.3328943885228,699.2492787441597,699.9476768207795,700.4799424255905,700.8855945651386,701.1947516040822,701.4303674567032,701.6099358410935,701.7467891313703,701.8510882435063,701.9305770506097,701.9911573405608,702.037327004746,702.0725139920113,702.0993308228166,702.1197685604673,702.1353446411493,702.1472155386807,702.1562626289649,702.1631576293123,702.1684124712898,702.1724173099855,702.1754694917737,702.1777956313208,702.1795684369944,702.1809195339047,702.1819492366469,702.1827339973311,702.1833320819113,702.1837878962398,702.184135283063,702.1844000347337,702.184601808211,702.1847555845244,702.1848727810706,702.1849620993158,702.1850301708517,702.1850820497713,702.1851215879158,702.185151720866,702.1851746858963,702.1851921880859,702.1852055269168,702.1852156927536,702.1852234403767,702.1852293450224,702.1852338450923,702.185237274701,702.185239888487,702.1852418805144,702.185243398685,702.1852445557194,702.1852454375219,702.1852461095641,702.1852466217439,702.185247012088,702.1852473095784,702.1852475363028,702.1852477090943,702.1852478407843,702.1852479411467,702.1852480176366,702.1852480759302,702.1852481203579,702.1852481542168,702.1852481800212,702.185248199688,702.1852482146762,702.1852482260991
