"X","Y","Z","TimeStep1 - temperature","TimeStep2 - temperature","TimeStep3 - temperature"
0.0,0.0,0.0,95.94909031621316,88.14472711195272,78.62213325194979
1.0,0.0,0.0,2.324542451772166e-13,1.561362719885573e-13,1.1958298824542202e-13
1.0,1.0,0.0,-1.5939745663271543e-13,-9.164390077741156e-14,-6.673539330691886e-14
0.0,1.0,0.0,95.950793150819,88.14779855275935,78.62540593687557
0.1249999999999998,0.0,0.0,95.4362686644142,87.16086240101929,77.42470340277808
0.2499999999999998,0.0,0.0,93.82604484427965,84.20636327870362,73.9218063409672
0.3749999999999994,0.0,0.0,90.77963046094312,79.0054617859847,68.0103131037376
0.4999999999999988,0.0,0.0,85.41363770417529,70.87490951783106,59.377918647299886
0.6249999999999988,0.0,0.0,76.73136431120783,59.43653630875298,48.118695198014855
0.7499999999999991,0.0,0.0,62.201471874637896,43.6821119076847,34.03752747668482
0.8749999999999994,0.0,0.0,38.53479892791192,23.6227740265827,17.73258815749506
1.0,0.1249999999999998,0.0,-8.261802562869676e-14,-5.313805367970051e-14,-3.844283351687673e-14
1.0,0.2499999999999998,0.0,7.241706109411051e-13,5.153550024095642e-13,4.0458048966131647e-13
1.0,0.3749999999999994,0.0,3.139227669856027e-13,2.2243358046809787e-13,1.7474917545078492e-13
1.0,0.4999999999999988,0.0,-9.418929263611708e-14,-5.81625305721401e-14,-4.378519704252883e-14
1.0,0.6249999999999988,0.0,-1.3322842671152143e-12,-1.0802785869641626e-12,-8.976692547090126e-13
1.0,0.7499999999999991,0.0,2.9848135833539677e-13,1.483694548972068e-13,1.0027201796800488e-13
1.0,0.8749999999999994,0.0,-3.1128662259419795e-13,-2.4938183374417365e-13,-2.0100772360795418e-13
0.8750000000000001,1.0,0.0,38.5270607344061,23.62089315615597,17.733161304250586
0.7500000000000002,1.0,0.0,62.17732416635168,43.67131552396003,34.03455991915827
0.6250000000000007,1.0,0.0,76.6768060517975,59.408480570865265,48.10639406236209
0.5000000000000011,1.0,0.0,85.44578774450795,70.89606965391137,59.3859776661928
0.3750000000000012,1.0,0.0,90.79594814441043,79.02876297139369,68.03281339453038
0.2500000000000009,1.0,0.0,93.83275589110113,84.21660637017972,73.93200461069303
0.1250000000000006,1.0,0.0,95.43885496809511,87.16522677331601,77.42921972203555
0.0,0.8750000000000001,0.0,95.89608669115732,88.03922390565182,78.49056998996109
0.0,0.7500000000000002,0.0,95.89729453801387,88.04360065991996,78.49759165119927
0.0,0.6250000000000007,0.0,95.97536871211034,88.1996354007508,78.69239069940976
0.0,0.5000000000000011,0.0,95.9078949817894,88.06638173972935,78.52738332866181
0.0,0.3750000000000012,0.0,95.96852736399276,88.18740506041242,78.67832355602069
0.0,0.2500000000000009,0.0,95.8965317942427,88.0421574764039,78.49607457040638
0.0,0.1250000000000006,0.0,95.89485146969045,88.03695668380522,78.4881811523614
0.5,0.5,0.0,85.38956211415666,70.84612654458874,59.349070983256716
0.3094457306499762,0.6903548273853292,0.0,92.56145032230114,82.00520803872635,71.39037417122579
0.3096451726146708,0.3094457306499762,0.0,92.56732591198599,82.0103347541113,71.3935849761158
0.6903548273853292,0.6905542693500238,0.0,69.87722573758352,51.666801001864215,41.037367911661576
0.6905542693500238,0.3096451726146708,0.0,69.87039564436425,51.63425960577703,41.00404941385399
0.7870200245293708,0.4958540387484225,0.0,56.48790279871393,38.332215955471106,29.512844516652326
0.4958540387484225,0.2129799754706293,0.0,85.7425011756669,71.31047127531741,59.801421826654476
0.5041459612515775,0.7870200245293708,0.0,85.30839327918738,70.68062124319428,59.147521386318246
0.2129799754706292,0.5041459612515775,0.0,94.49860125340382,85.41211969818565,75.33050054581587
0.168067989836537,0.170096197719966,0.0,95.02137633566193,86.3834438112743,76.49160731677821
0.829903802280034,0.168067989836537,0.0,48.513940038565615,31.34903283009976,23.8336519650595
0.8319320101634631,0.829903802280034,0.0,48.12626934682391,31.01987389413166,23.56859167476613
0.170096197719966,0.8319320101634631,0.0,94.99916996656405,86.34155569542466,76.44077246671571
0.5684523809523809,0.3601190476190476,0.0,81.2291959616354,65.1265731583546,53.59255657558362
0.3718801869795136,0.4452311071573984,0.0,90.93684208326871,79.2504932153125,68.27048182941431
0.6489414059339932,0.5627627289836469,0.0,74.39422787347362,56.74299914865208,45.633154739511234
0.4372372710163531,0.6489414059339932,0.0,88.49365591106341,75.4072448110447,64.10362192064943
0.8463289161818575,0.360765460030166,0.0,44.96461545974962,28.564487230330265,21.632635435201042
0.360765460030166,0.1536710838181425,0.0,91.17172154760236,79.6705674208378,68.76286128434482
0.6340415298052104,0.1522137849131768,0.0,75.77921858149224,58.327591485716205,47.10781109583411
0.1522137849131768,0.3659584701947896,0.0,95.19691708863834,86.7126149683338,76.88669998414568
0.639234539969834,0.8463289161818575,0.0,75.30430218310566,57.76786013299111,46.584508180920025
0.1536710838181425,0.639234539969834,0.0,95.17835704365304,86.67863795149853,76.84643419849367
0.8477862150868232,0.6340415298052104,0.0,44.608267131710456,28.337819479577217,21.450387205729086
0.3659584701947896,0.8477862150868232,0.0,91.01345352674845,79.40843243209457,68.46989945947777
0.4390206768287738,0.3324949942653595,0.0,88.4170386261533,75.28061734008128,63.96618501013599
0.3346896565493225,0.5663431380398432,0.0,91.89956572038226,80.88315878871458,70.12026342057405
0.6684574910078643,0.4318240817511815,0.0,72.24872295197292,54.33616117159247,43.45759319534596
0.5692545436717995,0.6677801514877769,0.0,81.17350616112078,65.05335523929641,53.519539828966785
