"X","Y","Z","TimeStep1 - u","TimeStep1 - v"
-2.716000000000188,0.8160000000001878,0.0,-2.2001568989125196e-05,-2.6347681765115225e-05
-2.688000000000349,0.7880000000003495,0.0,-2.3269599745676604e-05,-2.8219675741868615e-05
-2.66000000000042,0.7600000000004206,0.0,-2.4556626391930333e-05,-3.0089311512436315e-05
-2.632000000000492,0.7320000000004918,0.0,-2.585230931962437e-05,-3.195876959109369e-05
-2.604000000000563,0.7040000000005628,0.0,-2.715600893297276e-05,-3.382670652526396e-05
-2.576000000000634,0.676000000000634,0.0,-2.8465248865036546e-05,-3.5691865090030163e-05
-2.548000000000706,0.648000000000706,0.0,-2.977827022216149e-05,-3.755341750445943e-05
-2.5200000000008,0.6200000000008001,0.0,-3.109178936169884e-05,-3.9409346054437725e-05
-2.492000000000894,0.5920000000008944,0.0,-3.240453017944139e-05,-4.1259222176848316e-05
-2.464000000000989,0.5640000000009886,0.0,-3.371514855229578e-05,-4.3101610388160425e-05
-2.436000000000951,0.5360000000009513,0.0,-3.502183189599338e-05,-4.493594710802143e-05
-2.408000000000891,0.5080000000008911,0.0,-3.63233231824021e-05,-4.676129066714449e-05
-2.38000000000082,0.4800000000008199,0.0,-3.7617813418667054e-05,-4.8577325661641086e-05
-2.35200000000065,0.4520000000006498,0.0,-3.8905891461725295e-05,-5.0384045611172477e-05
-2.324000000000475,0.4240000000004752,0.0,-4.0185625656182044e-05,-5.218373953085808e-05
-2.296000000000307,0.3960000000003068,0.0,-4.1455942015752115e-05,-5.3973830885095576e-05
-2.268000000000133,0.368000000000133,0.0,-4.271983541395702e-05,-5.5754670086953924e-05
-2.240000000000046,0.3400000000000456,0.0,-4.397288528849157e-05,-5.752946726181908e-05
-2.211999999999981,0.311999999999981,0.0,-4.521476227489092e-05,-5.929728360111923e-05
-2.183999999999986,0.2839999999999857,0.0,-4.644163213894695e-05,-6.106394725966122e-05
-2.155999999999991,0.2559999999999906,0.0,-4.7650580202324085e-05,-6.284001053731131e-05
