Element,Facet,X1,Y1,X2,Y2,time_step_0 - q''x,time_step_0 - q''y,time_step_0 - q'',time_step_1 - q''x,time_step_1 - q''y,time_step_1 - q''
0,0,0.0,0.0,0.06666666666666668,0.0,99.999916993507,-4.0057277012555255e-05,99.99991699351506,99.99991699350701,-4.0057277012555255e-05,99.99991699351503
0,1,0.06666666666666668,0.0,0.06666666666666668,0.06666666666666668,99.99989241390907,-6.463687484197585e-05,99.99989241392996,99.99989241390907,-6.463687484197585e-05,99.99989241392996
0,2,0.06666666666666668,0.06666666666666668,0.0,0.06666666666666668,99.99986783431123,-4.0057277012555255e-05,99.99986783431926,99.99986783431123,-4.0057277012555255e-05,99.99986783431926
0,3,0.0,0.06666666666666668,0.0,0.0,99.99989241390907,-1.5477679243319974e-05,99.99989241391027,99.99989241390907,-1.5477679243319974e-05,99.99989241391026
1,0,0.06666666666666668,0.0,0.13333333333333333,0.0,99.99992996754484,-0.0002185412148413738,99.99992996778364,99.99992996754483,-0.0002185412148413738,99.99992996778363
1,1,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666668,99.99986530517376,-0.0002832035858962698,99.9998653055748,99.99986530517377,-0.0002832035858962698,99.9998653055748
1,2,0.13333333333333333,0.06666666666666668,0.06666666666666668,0.06666666666666668,99.9998006428027,-0.0002185412148413738,99.99980064304148,99.99980064280267,-0.0002185412148413738,99.99980064304147
1,3,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.0,99.99986530517376,-0.00015387884378647776,99.99986530529219,99.99986530517377,-0.00015387884378647776,99.99986530529218
2,0,0.13333333333333333,0.0,0.2,0.0,100.00003629661065,-0.0007070540389160418,100.00003629911028,100.00003629661065,-0.0007070540389160417,100.00003629911028
2,1,0.2,0.0,0.2,0.06666666666666668,99.9998567025697,-0.0008866480800414198,99.9998567065004,99.99985670256967,-0.0008866480800414198,99.99985670650041
2,2,0.2,0.06666666666666668,0.13333333333333333,0.06666666666666668,99.99967710852872,-0.0007070540389160418,99.99967711102836,99.99967710852873,-0.0007070540389160417,99.99967711102836
2,3,0.13333333333333333,0.06666666666666668,0.13333333333333333,0.0,99.9998567025697,-0.0005274599980013122,99.99985670396076,99.99985670256967,-0.0005274599980013122,99.99985670396075
3,0,0.2,0.0,0.26666666666666666,0.0,100.0004075141236,-0.0021714824603326,100.0004075377002,100.00040751412361,-0.0021714824603326,100.00040753770018
3,1,0.26666666666666666,0.0,0.26666666666666666,0.06666666666666668,99.99985489395388,-0.002724102630144957,99.99985493105758,99.99985489395388,-0.0027241026301449574,99.99985493105761
3,2,0.26666666666666666,0.06666666666666668,0.2,0.06666666666666668,99.99930227378412,-0.0021714824603326,99.99930229736096,99.99930227378411,-0.0021714824603326,99.99930229736096
