Element,Facet,X1,Y1,X2,Y2,time_step_0 - q''x,time_step_0 - q''y,time_step_0 - q'',time_step_1 - q''x,time_step_1 - q''y,time_step_1 - q'',time_step_2 - q''x,time_step_2 - q''y,time_step_2 - q'',time_step_3 - q''x,time_step_3 - q''y,time_step_3 - q'',time_step_4 - q''x,time_step_4 - q''y,time_step_4 - q'',time_step_5 - q''x,time_step_5 - q''y,time_step_5 - q'',time_step_6 - q''x,time_step_6 - q''y,time_step_6 - q'',time_step_7 - q''x,time_step_7 - q''y,time_step_7 - q'',time_step_8 - q''x,time_step_8 - q''y,time_step_8 - q'',time_step_9 - q''x,time_step_9 - q''y,time_step_9 - q'',time_step_10 - q''x,time_step_10 - q''y,time_step_10 - q'',time_step_11 - q''x,time_step_11 - q''y,time_step_11 - q'',time_step_12 - q''x,time_step_12 - q''y,time_step_12 - q'',time_step_13 - q''x,time_step_13 - q''y,time_step_13 - q'',time_step_14 - q''x,time_step_14 - q''y,time_step_14 - q'',time_step_15 - q''x,time_step_15 - q''y,time_step_15 - q'',time_step_16 - q''x,time_step_16 - q''y,time_step_16 - q'',time_step_17 - q''x,time_step_17 - q''y,time_step_17 - q'',time_step_18 - q''x,time_step_18 - q''y,time_step_18 - q'',time_step_19 - q''x,time_step_19 - q''y,time_step_19 - q'',time_step_20 - q''x,time_step_20 - q''y,time_step_20 - q'',time_step_21 - q''x,time_step_21 - q''y,time_step_21 - q'',time_step_22 - q''x,time_step_22 - q''y,time_step_22 - q'',time_step_23 - q''x,time_step_23 - q''y,time_step_23 - q'',time_step_24 - q''x,time_step_24 - q''y,time_step_24 - q'',time_step_25 - q''x,time_step_25 - q''y,time_step_25 - q'',time_step_26 - q''x,time_step_26 - q''y,time_step_26 - q'',time_step_27 - q''x,time_step_27 - q''y,time_step_27 - q'',time_step_28 - q''x,time_step_28 - q''y,time_step_28 - q'',time_step_29 - q''x,time_step_29 - q''y,time_step_29 - q''
0,0,0.0,0.0,0.06666666666666668,0.0,84.70329472543003,84.70329472543003,119.7885481783886,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,271.05054312137605,203.2879073410321,338.8131789017201,203.2879073410321,169.40658945086003,264.6215520710063,237.1692252312041,338.8131789017201,413.574191160738,101.64395367051605,135.52527156068803,169.40658945086003,271.05054312137605,237.1692252312041,360.1633495001437,271.05054312137605,203.2879073410321,338.8131789017201,135.52527156068803,135.52527156068803,191.66167708542176,271.05054312137605,237.1692252312041,360.1633495001437,101.64395367051605,203.2879073410321,227.28278990911312,101.64395367051605,203.2879073410321,227.28278990911312,135.52527156068803,169.40658945086003,216.9462877787276,271.05054312137605,203.2879073410321,338.8131789017201,135.52527156068803,237.1692252312041,273.15991768260557,135.52527156068803,135.52527156068803,191.66167708542176,135.52527156068803,203.2879073410321,244.32165786662117,271.05054312137605,203.2879073410321,338.8131789017201,271.05054312137605,169.40658945086003,319.63571370509464,67.76263578034403,169.40658945086003,182.45648072149098,203.2879073410321,135.52527156068803,244.32165786662117,237.1692252312041,169.40658945086003,291.4581169673301,237.1692252312041,237.1692252312041,335.40793489948817,271.05054312137605,237.1692252312041,360.1633495001437,169.40658945086003,203.2879073410321,264.6215520710063,271.05054312137605,338.8131789017201,433.8925755574552,101.64395367051605,271.05054312137605,289.4821069499236,271.05054312137605,237.1692252312041,360.1633495001437,101.64395367051604,169.40658945086005,197.56033475155448
0,1,0.06666666666666668,0.0,0.06666666666666668,0.06666666666666668,67.76263578034403,67.76263578034403,95.83083854271088,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,237.1692252312041,203.2879073410321,312.37031656011374,203.2879073410321,169.40658945086003,264.6215520710063,304.9318610115481,338.8131789017201,455.82651311376685,101.64395367051605,135.52527156068803,169.40658945086003,203.2879073410321,203.2879073410321,287.49251562813265,271.05054312137605,169.40658945086003,319.63571370509464,169.40658945086003,101.64395367051605,197.56033475155445,304.9318610115481,271.05054312137605,407.98509382863375,101.64395367051605,203.2879073410321,227.28278990911312,101.64395367051605,203.2879073410321,227.28278990911312,101.64395367051605,101.64395367051605,143.74625781406633,237.1692252312041,169.40658945086003,291.4581169673301,135.52527156068803,203.2879073410321,244.32165786662117,101.64395367051605,169.40658945086003,197.56033475155445,135.52527156068803,135.52527156068803,191.66167708542176,237.1692252312041,203.2879073410321,312.37031656011374,304.9318610115481,169.40658945086003,348.82951768641715,135.52527156068803,203.2879073410321,244.32165786662117,203.2879073410321,135.52527156068803,244.32165786662117,203.2879073410321,169.40658945086003,264.6215520710063,203.2879073410321,203.2879073410321,287.49251562813265,237.1692252312041,203.2879073410321,312.37031656011374,169.40658945086003,203.2879073410321,264.6215520710063,203.2879073410321,271.05054312137605,338.8131789017201,101.64395367051605,304.9318610115481,321.42640398346265,304.9318610115481,271.05054312137605,407.98509382863375,135.52527156068805,203.28790734103208,244.32165786662117
0,2,0.06666666666666668,0.06666666666666668,0.0,0.06666666666666668,67.76263578034403,84.70329472543003,108.4731438893638,67.76263578034403,169.40658945086003,182.45648072149098,101.64395367051605,135.52527156068803,169.40658945086003,203.2879073410321,203.2879073410321,287.49251562813265,135.52527156068803,169.40658945086003,216.9462877787276,338.8131789017201,338.8131789017201,479.1541927135544,67.76263578034403,169.40658945086003,182.45648072149098,135.52527156068803,237.1692252312041,273.15991768260557,203.2879073410321,169.40658945086003,264.6215520710063,135.52527156068803,169.40658945086003,216.9462877787276,271.05054312137605,203.2879073410321,338.8131789017201,-0.0,169.40658945086003,169.40658945086003,-0.0,237.1692252312041,237.1692252312041,33.88131789017201,169.40658945086003,172.76150106822743,169.40658945086003,203.2879073410321,264.6215520710063,135.52527156068803,237.1692252312041,273.15991768260557,135.52527156068803,135.52527156068803,191.66167708542176,101.64395367051605,203.2879073410321,227.28278990911312,135.52527156068803,237.1692252312041,273.15991768260557,271.05054312137605,135.52527156068803,303.04371987881746,135.52527156068803,135.52527156068803,191.66167708542176,203.2879073410321,135.52527156068803,244.32165786662117,135.52527156068803,203.2879073410321,244.32165786662117,169.40658945086003,237.1692252312041,291.4581169673301,169.40658945086003,169.40658945086003,239.5770963567772,203.2879073410321,203.2879073410321,287.49251562813265,135.52527156068803,338.8131789017201,364.912961442982,135.52527156068803,271.05054312137605,303.04371987881746,304.9318610115481,203.2879073410321,366.48248679993173,67.76263578034403,135.52527156068805,151.52185993940876
0,3,0.0,0.06666666666666668,0.0,0.0,67.76263578034403,84.70329472543003,108.4731438893638,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,237.1692252312041,203.2879073410321,312.37031656011374,203.2879073410321,169.40658945086003,264.6215520710063,304.9318610115481,271.05054312137605,407.98509382863375,101.64395367051605,203.2879073410321,227.28278990911312,203.2879073410321,271.05054312137605,338.8131789017201,271.05054312137605,203.2879073410321,338.8131789017201,169.40658945086003,169.40658945086003,239.5770963567772,304.9318610115481,203.2879073410321,366.48248679993173,101.64395367051605,271.05054312137605,289.4821069499236,101.64395367051605,271.05054312137605,289.4821069499236,101.64395367051605,237.1692252312041,258.03242957919775,237.1692252312041,237.1692252312041,335.40793489948817,135.52527156068803,271.05054312137605,303.04371987881746,101.64395367051605,101.64395367051605,143.74625781406633,135.52527156068803,271.05054312137605,303.04371987881746,237.1692252312041,271.05054312137605,360.1633495001437,304.9318610115481,135.52527156068803,333.69228203775464,135.52527156068803,169.40658945086003,216.9462877787276,203.2879073410321,101.64395367051605,227.28278990911312,203.2879073410321,237.1692252312041,312.37031656011374,203.2879073410321,271.05054312137605,338.8131789017201,237.1692252312041,271.05054312137605,360.1633495001437,169.40658945086003,203.2879073410321,264.6215520710063,203.2879073410321,406.5758146820642,454.56557981822624,101.64395367051605,237.1692252312041,258.03242957919775,304.9318610115481,169.40658945086003,348.8295176864171,135.52527156068805,203.28790734103208,244.32165786662117
1,0,0.06666666666666668,0.0,0.13333333333333333,0.0,118.58461261560205,16.940658945086007,119.7885481783886,169.40658945086003,67.76263578034403,182.45648072149098,237.1692252312041,67.76263578034403,246.65971743409824,169.40658945086003,169.40658945086003,239.5770963567772,135.52527156068803,135.52527156068803,191.66167708542176,203.2879073410321,135.52527156068803,244.32165786662117,169.40658945086003,101.64395367051605,197.56033475155445,135.52527156068803,101.64395367051605,169.40658945086003,101.64395367051605,101.64395367051605,143.74625781406633,33.88131789017201,135.52527156068803,139.69625239630852,203.2879073410321,203.2879073410321,287.49251562813265,135.52527156068803,169.40658945086003,216.9462877787276,135.52527156068803,169.40658945086003,216.9462877787276,135.52527156068803,33.88131789017201,139.69625239630852,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,101.64395367051605,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,135.52527156068803,135.52527156068803,191.66167708542176,67.76263578034403,101.64395367051605,122.16082893331058,101.64395367051605,67.76263578034403,122.16082893331058,203.2879073410321,135.52527156068803,244.32165786662117,101.64395367051605,101.64395367051605,143.74625781406633,169.40658945086003,67.76263578034403,182.45648072149098,101.64395367051605,101.64395367051605,143.74625781406633,169.40658945086003,135.52527156068803,216.9462877787276,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,237.1692252312041,135.52527156068803,273.15991768260557,135.52527156068803,203.2879073410321,244.32165786662117,169.40658945086005,169.40658945086005,239.5770963567772
1,1,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666668,101.64395367051605,16.940658945086007,103.04600546973052,135.52527156068803,67.76263578034403,151.52185993940873,203.2879073410321,33.88131789017201,206.09201093946103,169.40658945086003,135.52527156068803,216.9462877787276,135.52527156068803,101.64395367051605,169.40658945086003,101.64395367051605,33.88131789017201,107.14213466115419,169.40658945086003,101.64395367051605,197.56033475155445,101.64395367051605,101.64395367051605,143.74625781406633,101.64395367051605,101.64395367051605,143.74625781406633,67.76263578034403,135.52527156068803,151.52185993940873,135.52527156068803,169.40658945086003,216.9462877787276,101.64395367051605,135.52527156068803,169.40658945086003,101.64395367051605,135.52527156068803,169.40658945086003,203.2879073410321,67.76263578034403,214.28426932230838,67.76263578034403,135.52527156068803,151.52185993940873,101.64395367051605,101.64395367051605,143.74625781406633,135.52527156068803,67.76263578034403,151.52185993940873,135.52527156068803,135.52527156068803,191.66167708542176,67.76263578034403,67.76263578034403,95.83083854271088,67.76263578034403,33.88131789017201,75.76092996970436,135.52527156068803,67.76263578034403,151.52185993940873,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,67.76263578034403,151.52185993940873,67.76263578034403,67.76263578034403,95.83083854271088,135.52527156068803,101.64395367051605,169.40658945086003,67.76263578034403,101.64395367051605,122.16082893331058,101.64395367051605,101.64395367051605,143.74625781406633,135.52527156068803,67.76263578034403,151.52185993940873,67.76263578034403,135.52527156068803,151.52185993940873,169.40658945086005,169.40658945086005,239.5770963567772
1,2,0.13333333333333333,0.06666666666666668,0.06666666666666668,0.06666666666666668,67.76263578034403,16.940658945086007,69.84812619815426,67.76263578034403,67.76263578034403,95.83083854271088,135.52527156068803,67.76263578034403,151.52185993940873,135.52527156068803,169.40658945086003,216.9462877787276,67.76263578034403,135.52527156068803,151.52185993940873,-67.76263578034403,135.52527156068803,151.52185993940873,169.40658945086003,101.64395367051605,197.56033475155445,67.76263578034403,101.64395367051605,122.16082893331058,67.76263578034403,101.64395367051605,122.16082893331058,67.76263578034403,135.52527156068803,151.52185993940873,67.76263578034403,203.2879073410321,214.28426932230838,67.76263578034403,169.40658945086003,182.45648072149098,67.76263578034403,169.40658945086003,182.45648072149098,135.52527156068803,33.88131789017201,139.69625239630852,33.88131789017201,135.52527156068803,139.69625239630852,67.76263578034403,101.64395367051605,122.16082893331058,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,-0.0,101.64395367051605,101.64395367051605,-0.0,67.76263578034403,67.76263578034403,67.76263578034403,135.52527156068803,151.52185993940873,67.76263578034403,101.64395367051605,122.16082893331058,101.64395367051605,67.76263578034403,122.16082893331058,-0.0,101.64395367051605,101.64395367051605,67.76263578034403,135.52527156068803,151.52185993940873,33.88131789017201,135.52527156068803,139.69625239630852,-0.0,135.52527156068803,135.52527156068803,67.76263578034403,135.52527156068803,151.52185993940873,-0.0,203.2879073410321,203.2879073410321,101.64395367051604,169.40658945086005,197.56033475155448
1,3,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.0,101.64395367051605,33.88131789017201,107.14213466115419,135.52527156068803,67.76263578034403,151.52185993940873,203.2879073410321,67.76263578034403,214.28426932230838,169.40658945086003,203.2879073410321,264.6215520710063,135.52527156068803,169.40658945086003,216.9462877787276,101.64395367051605,271.05054312137605,289.4821069499236,169.40658945086003,101.64395367051605,197.56033475155445,101.64395367051605,135.52527156068803,169.40658945086003,101.64395367051605,135.52527156068803,169.40658945086003,67.76263578034403,67.76263578034403,95.83083854271088,135.52527156068803,203.2879073410321,244.32165786662117,101.64395367051605,169.40658945086003,197.56033475155445,101.64395367051605,169.40658945086003,197.56033475155445,203.2879073410321,67.76263578034403,214.28426932230838,67.76263578034403,135.52527156068803,151.52185993940873,101.64395367051605,135.52527156068803,169.40658945086003,135.52527156068803,101.64395367051605,169.40658945086003,135.52527156068803,135.52527156068803,191.66167708542176,67.76263578034403,135.52527156068803,151.52185993940873,67.76263578034403,135.52527156068803,151.52185993940873,135.52527156068803,169.40658945086003,216.9462877787276,101.64395367051605,67.76263578034403,122.16082893331058,135.52527156068803,67.76263578034403,151.52185993940873,67.76263578034403,169.40658945086003,182.45648072149098,135.52527156068803,135.52527156068803,191.66167708542176,67.76263578034403,169.40658945086003,182.45648072149098,101.64395367051605,203.2879073410321,227.28278990911312,135.52527156068803,203.2879073410321,244.32165786662117,67.76263578034403,237.1692252312041,246.65971743409824,169.40658945086005,203.28790734103208,264.6215520710063
2,0,0.13333333333333333,0.0,0.2,0.0,-0.0,50.821976835258035,50.821976835258035,33.88131789017201,101.64395367051605,107.14213466115419,67.76263578034403,101.64395367051605,122.16082893331058,-0.0,169.40658945086003,169.40658945086003,-33.88131789017201,135.52527156068803,139.69625239630852,-0.0,135.52527156068803,135.52527156068803,135.52527156068803,135.52527156068803,191.66167708542176,135.52527156068803,169.40658945086003,216.9462877787276,-0.0,67.76263578034403,67.76263578034403,135.52527156068803,135.52527156068803,191.66167708542176,33.88131789017201,169.40658945086003,172.76150106822743,169.40658945086003,203.2879073410321,264.6215520710063,-0.0,169.40658945086003,169.40658945086003,67.76263578034403,271.05054312137605,279.39250479261705,67.76263578034403,169.40658945086003,182.45648072149098,67.76263578034403,169.40658945086003,182.45648072149098,67.76263578034403,237.1692252312041,246.65971743409824,101.64395367051605,203.2879073410321,227.28278990911312,67.76263578034403,135.52527156068803,151.52185993940873,135.52527156068803,67.76263578034403,151.52185993940873,67.76263578034403,135.52527156068803,151.52185993940873,101.64395367051605,135.52527156068803,169.40658945086003,101.64395367051605,135.52527156068803,169.40658945086003,67.76263578034403,135.52527156068803,151.52185993940873,67.76263578034403,169.40658945086003,182.45648072149098,33.88131789017201,101.64395367051605,107.14213466115419,33.88131789017201,101.64395367051605,107.14213466115419,67.76263578034403,67.76263578034403,95.83083854271088,169.40658945086003,135.52527156068803,216.9462877787276,135.52527156068805,101.64395367051604,169.40658945086005
2,1,0.2,0.0,0.2,0.06666666666666668,50.821976835258035,67.76263578034403,84.70329472543003,101.64395367051605,135.52527156068803,169.40658945086003,101.64395367051605,135.52527156068803,169.40658945086003,33.88131789017201,135.52527156068803,139.69625239630852,-0.0,169.40658945086003,169.40658945086003,135.52527156068803,203.2879073410321,244.32165786662117,135.52527156068803,203.2879073410321,244.32165786662117,237.1692252312041,203.2879073410321,312.37031656011374,-0.0,67.76263578034403,67.76263578034403,135.52527156068803,169.40658945086003,216.9462877787276,33.88131789017201,203.2879073410321,206.09201093946103,203.2879073410321,203.2879073410321,287.49251562813265,33.88131789017201,203.2879073410321,206.09201093946103,135.52527156068803,338.8131789017201,364.912961442982,101.64395367051605,169.40658945086003,197.56033475155445,101.64395367051605,203.2879073410321,227.28278990911312,101.64395367051605,271.05054312137605,289.4821069499236,135.52527156068803,237.1692252312041,273.15991768260557,135.52527156068803,237.1692252312041,273.15991768260557,203.2879073410321,101.64395367051605,227.28278990911312,101.64395367051605,203.2879073410321,227.28278990911312,135.52527156068803,203.2879073410321,244.32165786662117,203.2879073410321,169.40658945086003,264.6215520710063,135.52527156068803,135.52527156068803,191.66167708542176,101.64395367051605,271.05054312137605,289.4821069499236,101.64395367051605,67.76263578034403,122.16082893331058,101.64395367051605,101.64395367051605,143.74625781406633,67.76263578034403,101.64395367051605,122.16082893331058,203.2879073410321,237.1692252312041,312.37031656011374,101.64395367051604,67.76263578034403,122.16082893331058
