Element,Facet,X1,Y1,X2,Y2,time_step_0 - q''x,time_step_0 - q''y,time_step_0 - q'',time_step_1 - q''x,time_step_1 - q''y,time_step_1 - q'',time_step_2 - q''x,time_step_2 - q''y,time_step_2 - q'',time_step_3 - q''x,time_step_3 - q''y,time_step_3 - q'',time_step_4 - q''x,time_step_4 - q''y,time_step_4 - q''
12,2,0.8666666666666667,0.06666666666666668,0.8,0.06666666666666668,99.62592630522505,-2.275957200481571e-12,99.62592630522505,99.998524106109,-2.05391259555654e-12,99.998524106109,99.99999405722177,-2.220446049250313e-12,99.99999405722177,99.99999997600472,-2.4424906541753444e-12,99.99999997600472,99.99999999990783,-2.886579864025407e-12,99.99999999990783
12,3,0.8,0.06666666666666668,0.8,0.0,99.625926305225,-2.3314683517128287e-12,99.625926305225,99.99852410610904,-1.9984014443252814e-12,99.99852410610904,99.99999405722158,-2.3314683517128287e-12,99.99999405722158,99.9999999760045,-2.7755575615628918e-12,99.9999999760045,99.9999999999076,-3.1086244689504383e-12,99.9999999999076
13,0,0.8666666666666667,0.0,0.9333333333333332,0.0,99.59495909582373,-3.2751579226442118e-12,99.59495909582373,99.99838079411629,-3.164135620181696e-12,99.99838079411629,99.99999346988622,-3.3861802251067274e-12,99.99999346988622,99.99999997362696,-3.7747582837255314e-12,99.99999997362696,99.99999999989684,-3.3861802251067274e-12,99.99999999989684
13,1,0.9333333333333332,0.0,0.9333333333333332,0.06666666666666668,99.59495909582323,-3.885780586188049e-12,99.59495909582323,99.99838079411577,-3.719247132494274e-12,99.99838079411577,99.99999346988558,-4.107825191113078e-12,99.99999346988558,99.99999997362607,-4.773959005888173e-12,99.99999997362607,99.99999999989645,-3.885780586188048e-12,99.99999999989645
13,2,0.9333333333333332,0.06666666666666668,0.8666666666666667,0.06666666666666668,99.59495909582272,-3.2751579226442118e-12,99.59495909582272,99.99838079411522,-3.164135620181696e-12,99.99838079411522,99.99999346988504,-3.3861802251067274e-12,99.99999346988504,99.99999997362521,-3.7747582837255314e-12,99.99999997362521,99.99999999989606,-3.3861802251067274e-12,99.99999999989606
13,3,0.8666666666666667,0.06666666666666668,0.8666666666666667,0.0,99.59495909582323,-2.775557561562892e-12,99.59495909582323,99.99838079411577,-2.4980018054066026e-12,99.99838079411577,99.99999346988558,-2.6090241078691183e-12,99.99999346988558,99.99999997362607,-2.9420910152566652e-12,99.99999997362607,99.99999999989645,-2.886579864025407e-12,99.99999999989645
14,0,0.9333333333333332,0.0,1.0,0.0,99.56841832905009,-5.717648576819558e-12,99.56841832905009,99.99825541197936,-5.523359547510153e-12,99.99825541197936,99.9999929542262,-5.717648576819558e-12,99.9999929542262,99.99999997153856,-6.13398221105399e-12,99.99999997153856,99.99999999988826,-5.495603971894525e-12,99.99999999988826
14,1,1.0,0.0,1.0,0.06666666666666668,99.56841832904944,-6.5503158452884236e-12,99.56841832904944,99.9982554119788,-6.2727600891321345e-12,99.9982554119788,99.99999295422579,-6.328271240363392e-12,99.99999295422579,99.99999997153841,-6.5780714209040525e-12,99.99999997153841,99.99999999988768,-6.217248937900877e-12,99.99999999988768
14,2,1.0,0.06666666666666668,0.9333333333333332,0.06666666666666668,99.56841832904871,-5.717648576819558e-12,99.56841832904871,99.99825541197826,-5.523359547510153e-12,99.99825541197826,99.99999295422528,-5.717648576819558e-12,99.99999295422528,99.99999997153813,-6.13398221105399e-12,99.99999997153813,99.9999999998871,-5.495603971894525e-12,99.9999999998871
14,3,0.9333333333333332,0.06666666666666668,0.9333333333333332,0.0,99.56841832904944,-4.996003610813205e-12,99.56841832904944,99.9982554119788,-4.996003610813205e-12,99.9982554119788,99.99999295422579,-5.273559366969493e-12,99.99999295422579,99.99999997153841,-5.8841820305133305e-12,99.99999997153841,99.99999999988768,-4.884981308350689e-12,99.99999999988768
15,0,0.0,0.06666666666666668,0.06666666666666668,0.06666666666666668,99.70114575397731,-1.0547118733938987e-12,99.70114575397731,99.99885884378969,-9.436895709313829e-13,99.99885884378969,99.99999542080528,-1.3322676295501874e-12,99.99999542080528,99.99999998151631,-1.6653345369377348e-12,99.99999998151631,99.99999999992815,-1.3877787807814457e-12,99.99999999992815
15,1,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.13333333333333333,99.70114575397699,-1.1102230246251565e-12,99.70114575397699,99.99885884378936,-1.1102230246251565e-12,99.99885884378936,99.99999542080481,-1.5543122344752192e-12,99.99999542080481,99.99999998151615,-1.8318679906315083e-12,99.99999998151615,99.9999999999283,-9.992007221626409e-13,99.9999999999283
15,2,0.06666666666666668,0.13333333333333333,0.0,0.13333333333333333,99.70114575397682,-1.0547118733938987e-12,99.70114575397682,99.99885884378895,-8.881784197001252e-13,99.99885884378895,99.99999542080441,-1.3877787807814455e-12,99.99999542080441,99.99999998151598,-1.7208456881689926e-12,99.99999998151598,99.99999999992826,-1.3322676295501878e-12,99.99999999992826
15,3,0.0,0.13333333333333333,0.0,0.06666666666666668,99.70114575397699,-7.771561172376096e-13,99.70114575397699,99.99885884378936,-6.661338147750937e-13,99.99885884378936,99.99999542080481,-8.881784197001252e-13,99.99999542080481,99.99999998151615,-1.5543122344752192e-12,99.99999998151615,99.9999999999283,-1.4432899320127035e-12,99.9999999999283
16,0,0.06666666666666668,0.06666666666666668,0.13333333333333333,0.06666666666666668,99.66132133357095,-1.2212453270876722e-12,99.66132133357095,99.99868397800131,-1.3322676295501874e-12,99.99868397800131,99.99999470988553,-1.4432899320127037e-12,99.99999470988553,99.999999978643,-1.4988010832439611e-12,99.999999978643,99.99999999991648,-6.106226635438361e-13,99.99999999991648
16,1,0.13333333333333333,0.06666666666666668,0.13333333333333333,0.13333333333333333,99.66132133357088,-1.2212453270876722e-12,99.66132133357088,99.9986839780013,-1.27675647831893e-12,99.9986839780013,99.99999470988571,-1.2212453270876722e-12,99.99999470988571,99.99999997864313,-1.27675647831893e-12,99.99999997864313,99.99999999991677,-3.3306690738754696e-13,99.99999999991677
16,2,0.13333333333333333,0.13333333333333333,0.06666666666666668,0.13333333333333333,99.66132133357081,-1.2212453270876722e-12,99.66132133357081,99.99868397800115,-1.3322676295501874e-12,99.99868397800115,99.999994709886,-1.4432899320127037e-12,99.999994709886,99.99999997864329,-1.4988010832439611e-12,99.99999997864329,99.999999999917,-6.106226635438361e-13,99.999999999917
16,3,0.06666666666666668,0.13333333333333333,0.06666666666666668,0.06666666666666668,99.66132133357088,-1.3322676295501874e-12,99.66132133357088,99.9986839780013,-1.4432899320127037e-12,99.9986839780013,99.99999470988571,-1.7763568394002505e-12,99.99999470988571,99.99999997864313,-1.7763568394002505e-12,99.99999997864313,99.99999999991677,-8.881784197001252e-13,99.99999999991677
17,0,0.13333333333333333,0.06666666666666668,0.2,0.06666666666666668,99.62592630522457,-1.9428902930940243e-12,99.62592630522457,99.99852410610838,-2.4980018054066026e-12,99.99852410610838,99.99999405722107,-1.7763568394002505e-12,99.99999405722107,99.9999999760044,-1.9984014443252814e-12,99.9999999760044,99.99999999990744,-1.0547118733938987e-12,99.99999999990744
17,1,0.2,0.06666666666666668,0.2,0.13333333333333333,99.6259263052241,-2.3869795029440866e-12,99.6259263052241,99.99852410610771,-3.164135620181696e-12,99.99852410610771,99.9999940572207,-2.4424906541753444e-12,99.9999940572207,99.99999997600383,-2.6090241078691183e-12,99.99999997600383,99.99999999990699,-1.609823385706477e-12,99.99999999990699
17,2,0.2,0.13333333333333333,0.13333333333333333,0.13333333333333333,99.62592630522384,-1.9428902930940243e-12,99.62592630522384,99.99852410610704,-2.4980018054066026e-12,99.99852410610704,99.9999940572202,-1.7763568394002505e-12,99.9999940572202,99.99999997600334,-1.9984014443252814e-12,99.99999997600334,99.99999999990655,-1.0547118733938987e-12,99.99999999990655
17,3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666668,99.6259263052241,-1.4988010832439611e-12,99.6259263052241,99.99852410610771,-1.8873791418627657e-12,99.99852410610771,99.9999940572207,-1.27675647831893e-12,99.9999940572207,99.99999997600383,-1.4988010832439611e-12,99.99999997600383,99.99999999990699,-5.551115123125783e-13,99.99999999990699
18,0,0.2,0.06666666666666668,0.26666666666666666,0.06666666666666668,99.59495909582222,-3.05311331771918e-12,99.59495909582222,99.99838079411516,-3.2196467714129536e-12,99.99838079411516,99.99999346988415,-3.2196467714129536e-12,99.99999346988415,99.99999997362472,-2.664535259100376e-12,99.99999997362472,99.9999999998954,-2.609024107869118e-12,99.9999999998954
18,1,0.26666666666666666,0.06666666666666668,0.26666666666666666,0.13333333333333333,99.59495909582199,-3.2751579226442118e-12,99.59495909582199,99.99838079411528,-3.05311331771918e-12,99.99838079411528,99.99999346988386,-3.5527136788005017e-12,99.99999346988386,99.99999997362472,-2.55351295663786e-12,99.99999997362472,99.99999999989501,-2.942091015256665e-12,99.99999999989501
18,2,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,99.59495909582178,-3.05311331771918e-12,99.59495909582178,99.99838079411543,-3.2196467714129536e-12,99.99838079411543,99.99999346988363,-3.2196467714129536e-12,99.99999346988363,99.99999997362472,-2.664535259100376e-12,99.99999997362472,99.99999999989456,-2.609024107869118e-12,99.99999999989456
18,3,0.2,0.13333333333333333,0.2,0.06666666666666668,99.59495909582199,-2.8310687127941488e-12,99.59495909582199,99.99838079411528,-3.4416913763379853e-12,99.99838079411528,99.99999346988386,-2.886579864025406e-12,99.99999346988386,99.99999997362472,-2.7755575615628918e-12,99.99999997362472,99.99999999989501,-2.275957200481571e-12,99.99999999989501
