"X","Y","Z","TimeStep1 - temperature","TimeStep2 - temperature","TimeStep3 - temperature","TimeStep4 - temperature","TimeStep5 - temperature","TimeStep6 - temperature","TimeStep7 - temperature","TimeStep8 - temperature","TimeStep9 - temperature","TimeStep10 - temperature","TimeStep11 - temperature","TimeStep12 - temperature","TimeStep13 - temperature","TimeStep14 - temperature","TimeStep15 - temperature","TimeStep16 - temperature","TimeStep17 - temperature","TimeStep18 - temperature","TimeStep19 - temperature","TimeStep20 - temperature","TimeStep21 - temperature","TimeStep22 - temperature","TimeStep23 - temperature","TimeStep24 - temperature","TimeStep25 - temperature","TimeStep26 - temperature","TimeStep27 - temperature","TimeStep28 - temperature","TimeStep29 - temperature","TimeStep30 - temperature"
0.13333333333333333,0.8666666666666667,0.0,16.23950190399112,23.69626967967274,26.901297712324716,28.278267990372555,28.870864750610345,29.1261574620967,29.23620267225416,29.283654035507045,29.304118845621304,29.312945816333276,29.316753317149995,29.3183957262322,29.319104209424125,29.319409829145386,29.319541665468734,29.31959853632531,29.31962306900357,29.319633651799446,29.319638216959532,29.319640186258585,29.319641035766377,29.31964140222344,29.31964156030412,29.319641628496303,29.319641657912754,29.31964167060229,29.31964167607627,29.319641678437595,29.319641679456243,29.319641679895643
0.2,0.8666666666666667,0.0,12.145027081690829,18.471983416206363,21.29320960461991,22.519630927715987,23.049825632721703,23.278689448421677,23.377435372299942,23.42003428789706,23.438410628034564,23.44633773105132,23.44975728234517,23.45123239070532,23.45186871579562,23.452143210784396,23.452261621212603,23.452312700587722,23.45233473498889,23.452344240094696,23.452348340366786,23.45235010912472,23.452350872124008,23.4523512012634,23.452351343246146,23.45235140449406,23.45235143091494,23.45235144231225,23.452351447228786,23.45235144934964,23.452351450264555,23.452351450659222
0.26666666666666666,0.8666666666666667,0.0,8.820528923395601,13.926644769113722,16.294899502090352,17.34006312694106,17.79478538309848,17.991645633726066,18.076703507931054,18.11342326249573,18.129269086458937,18.13610582626609,18.13905529608857,18.140327683656196,18.140876573440888,18.141113353962023,18.14121549594996,18.141259557662384,18.141278564846807,18.141286764092015,18.141290301049093,18.141291826806963,18.14129248498199,18.141292768902765,18.14129289137929,18.14129294421271,18.14129296700376,18.14129297683526,18.14129298107634,18.14129298290584,18.14129298369504,18.141292984035477
0.3333333333333333,0.8666666666666667,0.0,6.21860786386109,10.169908317151627,12.080278567760844,12.938890519797098,13.315575767395918,13.479302969716166,13.550184277680149,13.580814276663784,13.594038821855973,13.599746070879673,13.602208587092866,13.603270977228235,13.603729293115054,13.603927005341957,13.604012294901217,13.604049087036888,13.604064958335998,13.60407180484381,13.604074758264437,13.604076032299202,13.604076581887066,13.604076818965986,13.604076921236084,13.604076965352935,13.604076984383873,13.60407699259336,13.604076996134724,13.604076997662384,13.60407699832139,13.604076998605661
0.4,0.8666666666666667,0.0,4.287969302596528,7.25749615602587,8.757007981170135,9.445322385967637,9.75041044979584,9.88369390692594,9.941543452116134,9.966574662457768,9.977389147680428,9.98205790213989,9.984072693195639,9.984942002695385,9.985317041004572,9.985478832135522,9.985548626834584,9.985578735003152,9.985591723031984,9.985597325773806,9.985599742665464,9.985600785254976,9.985601235003049,9.985601429013519,9.985601512704932,9.985601548807386,9.985601564381106,9.98560157109924,9.985601573997275,9.985601575247422,9.9856015757867,9.985601576019333
0.4666666666666667,0.8666666666666667,0.0,2.926348246191187,5.123341806696591,6.283137241288199,6.827988063741153,7.072369640211344,7.179782612642503,7.2265491492599185,7.246817347913362,7.255581286789957,7.259366413627506,7.261000237942435,7.261705254391163,7.262009431106516,7.2621406565924485,7.262197266531693,7.262221687229841,7.262232221847448,7.262236766252829,7.262238726605077,7.262239572254836,7.262239937047929,7.262240094410892,7.262240162293477,7.262240191576381,7.2622402042083145,7.262240209657426,7.2622402120080425,7.262240213022038,7.262240213459452,7.2622402136481385
0.5333333333333333,0.8666666666666667,0.0,1.9943158810206751,3.608422955290294,4.498804513105869,4.927352464552387,5.122074346497606,5.208246078562477,5.2458984694350805,5.262247042789476,5.269322974619697,5.272380586232185,5.273700725828755,5.274270459593283,5.274516286107064,5.274622342400275,5.274668095332392,5.2746878326638065,5.274696347008992,5.274700019921934,5.274701604334385,5.274702287813025,5.274702582649479,5.274702709834852,5.274702764699556,5.274702788366865,5.274702798576366,5.274702802980502,5.274702804880334,5.274702805699879,5.274702806053409,5.274702806205913
0.6,0.8666666666666667,0.0,1.3615086339106584,2.5424205122386745,3.222028708056568,3.5571992321675863,3.7115571905638136,3.78036414475806,3.810545278081888,3.823676490929432,3.8293659370190554,3.8318257886747977,3.832888147315052,3.8333466985022513,3.8335445675936604,3.83362993712734,3.8336667664966444,3.833682654464889,3.833689508298262,3.83369246490892,3.8336937403264297,3.833694290512254,3.833694527849445,3.833694630231034,3.833694674395989,3.833694693447685,3.833694701666124,3.8336947052113595,3.8336947067406895,3.8336947074004057,3.8336947076849883,3.8336947078077546
0.6666666666666666,0.8666666666666667,0.0,0.93024818372409,1.7894291577584533,2.3038732925092926,2.5636162192400427,2.6848381812815534,2.7392702913923075,2.7632400820465843,2.7736906289578775,2.7782235734544423,2.7801845311073015,2.78103168036847,2.781397396195159,2.7815552185933625,2.7816233130153045,2.7816526903351635,2.781665363673478,2.7816708307942504,2.7816731892108963,2.7816742065820512,2.7816746454529455,2.781674834771576,2.7816749164391243,2.781674951668543,2.7816749668656624,2.7816749734213326,2.781674976249291,2.7816749774692044,2.7816749779954435,2.7816749782224512,2.7816749783203774
0.7333333333333333,0.8666666666666667,0.0,0.6318968927911307,1.2486105554744162,1.6311635053398768,1.8284776138275134,1.9217009260361018,1.963847451345329,1.9824760436838085,1.9906139830310927,1.994147522104359,1.9956769735343425,1.9963378974379997,1.9966232617724862,1.9967464184418744,1.9967995580170252,1.9968224839814164,1.9968323743177532,1.996836640909275,1.9968384814445608,1.9968392754137796,1.9968396179143877,1.996839765661188,1.9968398293956513,1.99683985688917,1.9968398687492126,1.9968398738653474,1.9968398760723243,1.9968398770243607,1.9968398774350455,1.9968398776122058,1.9968398776886283
